,task1,task2,task3,task4,task5,task6,task7,task8,task9,task10,task11
742,-0.972027,-1.071261,0.338639,-0.918201,-0.329378,-0.282744,-0.765937,-1.009953,-0.592496,-0.721114,0.381867
743,-0.808898,-0.750008,0.764202,-0.838224,0.092454,-0.578215,-0.792454,-0.998377,-0.718407,-0.782693,0.096183
744,-0.864131,-0.965466,0.590276,-1.084656,-0.435873,-0.474851,-0.938219,-1.014897,-0.491573,-0.805464,-0.094363
745,-0.920055,-1.028194,0.587256,-0.777530,-0.137373,-0.750179,-0.858173,-0.962658,-0.456159,-0.860463,0.559051
746,-0.811576,-1.437207,0.717883,-0.936756,-0.597536,-0.897940,-0.993236,-1.015065,-0.819578,-1.085813,0.526115
747,-0.815262,0.194710,0.388478,0.140326,0.199683,-0.732331,-0.701929,-0.891771,0.162624,-0.207779,0.650464
748,-0.843963,-0.956666,0.624247,-0.883815,-0.100950,-0.604101,-0.749216,-0.946637,-0.628783,-0.912449,0.173218
749,-0.848182,-0.990434,0.607972,-0.930926,0.248787,-0.697842,-0.790600,-0.973879,-0.891565,-1.008830,0.484834
750,-0.845299,-0.630163,0.760048,-0.764326,0.007482,-0.455886,-0.478726,-0.899463,-0.553369,-0.743445,0.223598
751,-0.868639,-1.428976,0.584257,-0.986993,-0.362838,-0.905321,-1.119392,-1.022019,-1.106101,-1.086506,0.201123
752,-0.606679,-0.448723,0.284133,-0.720049,0.183377,-0.677190,-0.781631,-0.926531,-0.586317,-0.703831,0.438665
753,-0.783094,0.187967,-0.377582,-0.687007,0.072103,-0.643416,-0.712346,-0.902656,-0.411422,-0.670039,0.296490
754,-0.837108,-0.578779,-0.117853,-0.723791,-0.028304,-0.607016,-0.800427,-0.940395,-0.693800,-0.667106,0.332684
755,-0.858744,-1.073675,0.855009,-0.907714,0.068724,-0.869447,-0.858525,-0.982597,-0.981763,-0.935942,0.510409
756,-0.821758,-0.327294,0.195386,-0.728461,-0.063735,-0.665140,-0.787029,-0.948131,-0.821002,-0.851373,0.173860
757,-0.947988,-0.766791,0.657545,-0.768906,0.044914,-0.630797,-0.730544,-0.962200,-0.617151,-0.818154,0.559947
758,-0.869217,0.199441,-0.406990,-0.769186,0.078318,-0.432132,-0.710349,-0.867476,-0.097943,-0.631026,0.366048
759,-0.815095,-0.229964,0.190092,-0.773243,0.006253,-0.706580,-0.773288,-0.919333,-0.673515,-0.792097,-0.115020
760,-0.846535,-0.169983,0.273525,-0.591713,0.106683,-0.480008,-0.762927,-0.890792,-0.444850,-0.652736,0.507558
761,-0.944313,-1.021522,0.556171,-0.828789,-0.126293,-0.506471,-0.870079,-1.015856,-0.446836,-0.735549,0.161146
762,-0.947035,-1.248131,0.791396,-0.856719,0.027208,-0.901721,-0.974456,-1.005144,-0.891734,-0.946912,0.456599
763,-0.972549,-1.518960,1.036030,-0.949994,-0.382324,-0.807526,-1.143732,-1.051454,-0.893500,-0.946188,0.610319
764,-0.699036,-0.543333,0.753437,-0.668127,0.066318,-0.494234,-0.668721,-1.004453,-0.724995,-0.754625,0.490253
765,-0.768216,0.734328,0.142973,-0.687433,0.077681,-0.607494,-0.699837,-0.912853,-0.339844,-0.642749,0.360480
766,-0.726606,-0.900583,0.546985,-0.883207,0.287228,-0.599970,-0.728173,-0.998666,-0.863474,-0.857132,0.389150
767,-0.862148,-0.691821,0.367424,-0.670824,0.164846,-0.586189,-0.764014,-0.926879,-0.248196,-0.638593,0.329681
768,-0.973459,-1.291715,0.878450,-0.654924,-0.409019,-0.410621,-0.792872,-0.841419,-1.293958,-1.187127,0.446051
769,-0.900032,-1.008517,0.651820,-0.958273,-0.265270,-0.815204,-0.898307,-0.954768,-0.730840,-0.910220,0.470275
770,-0.897489,-1.056214,0.719192,-0.771538,0.069873,-0.495596,-0.822274,-0.934097,-0.916347,-0.898195,0.428760
771,-0.913178,-0.624285,0.232529,-0.863068,0.773085,-0.876980,-0.709941,-0.856941,-0.538280,-0.685063,0.356138
772,-0.839914,-1.010460,0.554363,-0.879557,-0.505240,-0.660944,-0.913347,-0.924418,-0.883156,-0.829408,0.409408
773,-0.849872,-0.041634,0.253420,-0.693305,-0.193461,-0.692951,-0.704140,-0.918938,-0.420044,-0.743689,0.024721
774,-0.865804,-1.094027,0.623160,-0.861697,0.173736,-0.461211,-0.912990,-0.891011,-0.622317,-0.827696,0.171686
775,-0.830615,-0.801839,0.348495,-0.629579,0.083981,-0.575389,-0.748025,-0.922755,-0.607761,-0.724232,0.637701
776,-0.708597,-0.600781,0.288322,-0.877683,0.068862,-0.796680,-0.745455,-0.855217,-0.349704,-0.777080,0.442974
777,-0.885030,0.489227,0.410546,-0.734413,0.129063,-0.542985,-0.766151,-0.932335,-0.412683,-0.593781,0.421452
778,-0.924596,-1.166502,0.452325,-0.925714,-0.622605,-0.450446,-0.947228,-0.986143,-1.061161,-1.090140,0.362362
779,-0.901822,0.398505,0.622597,-0.670009,0.126460,-0.516288,-0.781146,-0.895788,-0.614626,-0.714669,0.528088
780,-0.851922,-0.681782,0.981880,-0.846436,0.345475,-0.829972,-0.821682,-0.821312,-0.576375,-0.820269,0.695464
781,-0.869522,-0.638059,0.641658,-0.700484,-0.198623,-0.578679,-0.744086,-0.996340,-0.322146,-0.676594,0.278001
782,-0.887378,-0.860822,0.694680,-1.017932,-0.543771,-0.783883,-0.921370,-0.961317,-0.841056,-1.007779,0.320994
783,-0.936103,-0.917076,0.622504,-0.771494,-0.242442,-0.577322,-0.774279,-1.022434,-0.937608,-0.733558,0.667442
784,-0.773794,-0.545876,0.371078,-0.681421,-0.047174,-0.519292,-0.815298,-0.818939,-0.392671,-0.716050,0.438947
785,-0.734953,-1.047667,0.224701,-0.830481,0.024630,-0.647917,-0.806612,-0.968588,-0.743603,-0.627662,0.284810
786,-0.873850,-0.321787,0.076711,-0.695144,-0.054640,-0.487583,-0.705288,-0.841621,-0.338571,-0.703456,0.349505
787,-0.843619,-0.584047,0.809394,-0.811626,0.179027,-0.742254,-0.776509,-0.871809,-0.406296,-0.920126,0.471808
788,-0.893982,-0.792834,0.234898,-0.671467,0.105954,-0.483149,-0.815743,-0.928855,-0.432320,-0.623211,0.374214
789,-0.898347,-0.594506,1.143105,-0.827847,-0.344233,-0.048299,-0.748604,-0.894221,-0.142028,-0.808157,0.843712
790,-0.822245,-1.174592,0.682327,-1.012081,-0.466652,-0.507322,-0.911045,-1.024216,-0.568050,-0.909037,0.029060
791,-0.906428,0.404726,0.363242,-0.704928,0.021587,-0.493985,-0.747985,-0.936171,-0.449346,-0.638262,0.384806
792,-0.875860,-1.102552,0.974243,-0.906530,0.078575,-0.758361,-0.908309,-0.995708,-0.585999,-0.903818,0.701112
793,-0.771879,-0.353392,0.352007,-0.706170,0.158629,-0.560958,-0.692085,-0.824654,-0.373814,-0.670422,0.490687
794,-0.798239,-1.162938,0.669403,-0.978400,-0.561657,-0.814275,-0.979283,-0.908740,-0.928681,-0.883299,0.286949
795,-0.979234,-1.002260,0.781711,-0.935147,-0.321779,-0.906731,-0.904171,-1.019917,-0.986329,-0.910673,0.855218
796,-0.619019,-0.589293,0.737677,-0.876327,-0.073144,-0.614361,-0.856118,-0.995579,-0.851657,-0.938445,0.149008
797,-0.782090,-0.345113,0.244474,-0.826794,-0.022687,-0.673336,-0.771851,-0.952798,-0.644650,-0.762785,0.330378
798,-0.831131,-0.213888,-0.269017,-0.687719,-0.103936,-0.495077,-0.725492,-0.792512,-0.369077,-0.676508,0.464097
799,-0.934303,-0.938815,0.760625,-0.840902,-0.071350,-0.466202,-0.832907,-0.892803,-0.649953,-0.745854,0.258690
800,-0.779483,-0.435308,0.235774,-0.618223,-0.484997,-0.807808,-0.783824,-0.965830,-0.407573,-0.312411,0.641808
801,-0.870708,-0.595532,-0.416168,-0.798988,-0.311770,-0.709617,-0.803945,-0.970317,-0.729022,-0.749032,0.599593
802,-0.746572,-1.139092,0.962870,-0.864494,-0.175513,-1.155864,-0.835049,-0.991359,-1.006232,-1.016761,0.546089
803,-0.871398,0.095058,0.075330,-0.711880,0.163474,-0.625933,-0.719399,-0.922527,-0.409030,-0.571900,0.517042
804,-0.893542,-0.207211,0.745168,-0.811117,0.253246,-0.595121,-0.721905,-0.911365,-0.636453,-0.797069,0.072873
805,-0.865509,-0.612143,0.642681,-0.788637,0.165661,-0.737853,-0.832262,-0.865828,-0.686441,-0.844588,0.577694
806,-0.904559,-0.510236,-0.806934,-0.925446,1.000595,-0.924792,-0.762645,-0.922882,-0.982367,-0.962859,0.888583
807,-0.758420,-1.365289,0.750728,-0.845767,-0.405165,-0.529815,-0.790495,-1.049996,-1.001256,-1.008689,0.390163
808,-0.934130,-1.194481,0.273902,-0.928732,-0.086340,-0.725042,-0.908589,-1.017604,-0.965486,-0.877288,0.745392
809,-1.008211,-1.378066,0.851819,-1.006215,-0.494508,-0.934093,-0.956534,-1.009047,-0.748845,-0.943421,0.579566
810,-0.820444,-0.286569,0.292065,-0.617173,0.107913,-0.555516,-0.753432,-0.901349,-0.107285,-0.603104,0.389625
811,-0.966683,-1.226755,0.836857,-0.867495,-0.487647,-0.698131,-0.992464,-0.943955,-0.392684,-0.835683,0.346848
812,-0.801349,-0.701906,0.357538,-0.730170,0.050192,-0.644982,-0.745797,-0.769847,-0.494707,-0.714438,0.140582
813,-0.824006,0.457000,0.499189,-0.620743,0.092126,-0.423428,-0.836413,-0.867022,-0.437718,-0.607110,0.418221
814,-0.762118,-0.597372,0.358203,-0.772038,-0.031938,-0.519784,-0.768797,-0.964412,-0.283801,-0.679778,0.296901
815,-0.866257,-0.816540,0.665115,-0.846446,0.008369,-0.819777,-0.799012,-0.982323,-0.172912,-0.757684,0.709575
816,-0.826495,-1.019303,0.599546,-1.007924,-0.279277,-0.615273,-0.902316,-0.869448,-0.156335,-0.888263,0.434791
817,-0.813088,-0.003831,-0.378784,-0.078033,0.288023,-0.737790,-0.730123,-0.894350,-0.095576,-0.462319,0.260464
818,-0.849498,-0.515225,0.678864,-0.792806,0.269496,-0.729917,-0.830849,-0.911585,-0.450234,-0.678757,0.349144
819,-0.882125,-0.510705,0.380465,-0.766291,0.344078,-0.798500,-0.725901,-1.000051,-0.763217,-0.887381,0.556652
820,-0.832711,-0.862031,0.608341,-0.959352,-0.186875,-0.705210,-0.862333,-0.990329,-0.517214,-0.901152,0.465377
821,-0.840712,0.524214,0.017008,-0.720103,0.105564,-0.575539,-0.767122,-0.883751,-0.296348,-0.660423,0.505206
822,-0.970103,-1.478062,1.005398,-1.010550,-0.294373,-0.987923,-1.141377,-1.029502,-1.147237,-1.111599,0.674264
823,-0.933701,-0.875044,0.602733,-0.738364,0.138796,-0.737564,-0.801645,-0.944532,-0.141939,-0.841650,0.479114
824,-0.748095,-0.360294,0.685261,-0.714042,-0.258205,-0.792257,-0.734138,-0.945712,-0.582017,-0.767101,0.461181
825,-0.687481,-0.619255,0.651986,-0.818727,-0.001067,-0.779699,-0.803184,-0.911760,-0.472014,-0.752929,0.581116
826,-0.786509,-0.386418,0.309956,-0.813457,-0.049158,-0.720089,-0.803718,-0.909673,-0.669050,-0.847228,0.002619
827,-0.874092,-1.458628,0.818747,-0.931832,-0.275855,-0.765809,-1.000400,-1.033132,-0.910868,-1.021469,0.340860
828,-0.737556,-0.768112,-0.651325,-0.897953,0.034699,-0.707098,-0.762674,-0.989781,-0.753162,-0.900094,-0.087155
829,-0.893189,-0.565183,0.797570,-0.841094,0.256862,-0.825819,-0.646638,-0.994250,-0.875715,-0.889714,0.614367
830,-0.843655,-0.652072,0.616393,-1.031758,0.070275,-0.640266,-0.951905,-1.032122,-0.519377,-0.781962,0.569681
831,-0.926855,-0.274072,0.911991,-0.906566,0.260347,-0.620644,-0.711342,-0.972551,-0.502328,-0.858142,0.446068
832,-0.822870,0.652237,-0.288812,-0.631345,0.066723,-0.655944,-0.696225,-0.843026,-0.204612,-0.571313,0.364712
833,-0.927885,-1.005375,0.625403,-0.833536,0.238496,-0.599604,-0.950770,-0.920168,-0.991687,-0.980001,0.413801
834,-0.919645,-0.488385,0.296765,-0.782495,-0.104184,-0.413014,-0.760293,-0.837798,-0.714880,-0.696058,0.423819
835,-0.879834,-0.788436,0.287345,-0.760247,0.114900,-0.605051,-0.729918,-0.909875,-0.577845,-0.891296,0.794954
836,-0.904776,-0.808516,1.028061,-0.760800,-0.120955,-0.881408,-0.779062,-0.982202,-0.520823,-0.959827,0.723678
837,-0.863670,0.253066,0.507604,-0.674677,-0.030159,-0.454621,-0.737463,-0.891994,-0.425798,-0.614959,0.357423
838,-0.878509,-0.561034,0.810821,-0.728607,-0.020551,-0.395647,-0.753102,-0.915703,-0.249267,-0.800978,0.620036
839,-0.890187,-0.315519,0.006133,-0.584070,-0.058131,-0.398174,-0.747391,-0.875482,-0.353618,-0.671193,0.464048
840,-0.752752,-1.045574,0.833728,-0.876289,-0.505158,-0.343134,-0.889258,-0.986215,-0.258043,-0.534114,0.357634
841,-0.916737,-1.065390,0.400564,-0.908990,-0.070841,-0.647472,-0.945519,-1.040034,-0.998278,-0.673039,0.675435
842,-0.865126,-0.132769,0.403475,-0.670999,0.017512,-0.564610,-0.757339,-0.817562,-0.395879,-0.722183,0.443601
843,-0.833750,-0.300476,0.399749,-0.785547,-0.019887,-0.569164,-0.783602,-0.934452,-0.729766,-0.799747,0.131866
844,-0.850278,-0.302261,0.021659,-0.806049,0.146805,-0.683114,-0.778888,-0.898331,-0.376342,-0.713007,0.143889
845,-0.831912,-0.783086,0.781017,-0.868915,-0.089435,-0.761150,-0.762601,-0.912116,-0.383515,-0.884431,0.721543
846,-0.886420,-1.265963,0.857304,-0.832411,-0.305010,-0.589975,-0.936215,-1.004721,-0.277830,-0.920797,0.279802
847,-0.973085,-1.327142,0.834469,-0.896637,-0.272374,-0.765007,-1.047518,-1.024591,-0.985071,-0.948877,0.592631
848,-0.869415,-1.058736,0.961394,-1.017196,-0.550346,-0.970488,-0.926822,-0.977936,-0.714176,-0.920606,0.441684
849,-0.882928,-0.911360,0.260275,-0.723938,-0.000484,-0.561436,-0.745690,-0.896316,-0.615488,-0.655286,0.567576
850,-0.766754,-1.068617,0.873366,-0.894346,-0.195939,-0.765703,-0.796034,-0.998541,-0.850848,-1.059215,0.492993
851,-0.892029,-0.258773,0.421851,-0.666058,0.118708,-0.621420,-0.741142,-0.960553,-0.658914,-0.762305,0.492590
852,-0.877761,-1.374216,1.101982,-0.997913,-0.171913,-0.953752,-1.067273,-0.987940,-1.207206,-1.128958,0.436339
853,-0.826263,-1.027586,0.798631,-0.930226,-0.548556,-0.894042,-0.933922,-0.898603,-0.915500,-1.020647,0.546178
854,-0.787495,-0.679870,0.354286,-0.664019,0.080544,-0.654649,-0.743535,-0.844852,-0.430083,-0.702240,0.278775
855,-0.952337,-1.225805,0.708682,-0.926959,-0.138296,-0.367556,-0.891158,-1.033602,-0.621625,-0.697373,0.284076
856,-0.946843,-0.640931,0.198471,-0.751373,0.210279,-0.926489,-0.810013,-0.953359,-0.903433,-0.950455,0.040361
857,-0.810041,-1.619557,1.175623,-1.028559,-0.103533,-0.942152,-1.022961,-1.046501,-1.027046,-1.063898,0.528221
858,-0.978454,-0.904622,0.285420,-0.693194,-0.123813,-0.463800,-0.743219,-0.950314,-0.767383,-0.851949,0.480340
859,-0.827698,-1.005319,0.421309,-0.767607,-0.280389,-0.660251,-0.816152,-0.872774,-0.303336,-0.761159,0.574036
860,-0.786944,-0.699213,0.486715,-0.760120,0.120719,-0.633595,-0.743921,-0.909979,-0.415291,-0.648944,0.463643
861,-0.820630,0.375084,0.410836,-0.624784,0.057389,-0.381742,-0.750529,-0.878932,-0.352821,-0.594153,0.436942
862,-0.774314,-0.740165,0.482688,-0.812957,0.047300,-0.605341,-0.668141,-0.887905,-0.316754,-0.702018,0.395142
863,-0.852243,-0.862839,0.200089,-0.695195,-0.152607,-0.498206,-0.855893,-1.021009,0.213973,-0.667946,-0.012414
864,-0.881957,-1.435823,0.838762,-0.928850,-0.254189,-0.808248,-1.011415,-1.036014,-0.866660,-1.028411,0.338643
865,-0.946795,-1.421049,0.832025,-1.083422,-0.238481,-1.036510,-0.912672,-1.026791,-0.904433,-0.982417,0.620502
866,-0.851065,-0.815388,0.869643,-0.856963,-0.660665,-0.807093,-0.851261,-1.011775,-0.730738,-0.907959,0.750789
867,-0.872068,-1.322896,0.956270,-1.003450,-0.610338,-0.864520,-1.036821,-1.014191,-1.141280,-1.039254,0.559292
868,-0.879903,-0.516615,0.574229,-0.792008,0.306829,-0.792471,-0.775251,-0.891477,-0.628673,-0.878576,-0.056073
869,-0.844597,-1.286326,0.829809,-0.810883,-0.529144,-0.495074,-0.943592,-0.931775,-1.013112,-0.950562,0.453378
870,-0.921985,-1.238142,0.899928,-0.916552,-0.291814,-0.867785,-0.963394,-1.006460,-1.021245,-0.950940,0.472438
871,-0.885864,-0.149757,0.224338,-0.627018,0.019486,-0.546369,-0.718012,-0.861852,-0.257100,-0.702114,0.390120
872,-0.829878,-0.797870,0.500739,-0.671593,-0.052839,-0.744501,-0.769407,-0.878208,-0.366533,-0.767843,0.282092
873,-0.835534,0.024035,-0.319467,-0.748430,0.364249,-0.702104,-0.718140,-0.892746,-0.385064,-0.678902,0.491191
874,-0.941228,-1.390712,0.742612,-0.973869,-0.344960,-0.861114,-0.977288,-0.984595,-0.980818,-0.806321,0.470991
875,-0.882494,-0.392329,0.385791,-0.662948,0.096538,-0.375598,-0.813828,-0.886333,-0.311618,-0.535974,0.412962
876,-0.810217,-0.223956,-0.814392,-0.827413,0.737205,-0.810686,-0.736510,-0.926286,-0.756963,-0.837271,0.786061
877,-0.841188,-0.486474,0.692889,-0.734146,0.147438,-0.791840,-0.784436,-0.870152,-0.489513,-0.846879,0.453831
878,-0.725698,-0.524375,0.460530,-0.773009,0.409180,-0.985504,-0.815665,-0.924369,-0.600405,-0.905554,0.321005
879,-0.931061,-1.123215,0.547236,-0.868920,-0.459373,-0.731861,-0.970586,-0.998535,-0.954783,-0.916845,0.388019
880,-0.771308,-0.164012,-0.100506,-0.703759,-0.093491,-0.704000,-0.755308,-0.919260,-0.590613,-0.663812,0.245960
881,-0.950290,-1.449404,0.717492,-1.050002,-0.359274,-0.915166,-0.909871,-1.009105,-0.937856,-0.849677,0.584453
882,-0.871310,-0.742375,0.668643,-0.989710,-0.485774,-0.792348,-0.931910,-0.982827,-0.813795,-1.013994,0.649875
883,-0.926386,-0.886444,0.705203,-0.915155,0.037191,-0.877430,-0.865847,-0.967599,-0.949116,-1.007533,0.653491
884,-0.776177,-0.538463,0.241381,-0.776897,0.024113,-0.566890,-0.782139,-0.979114,-0.509614,-0.614879,0.360045
885,-0.895175,-1.031129,1.168501,-0.899101,-0.141022,-0.887985,-0.885835,-0.976205,-0.597213,-0.890766,0.650037
886,-0.886918,-0.350030,0.967723,-0.641462,-0.151589,-0.760204,-0.761717,-0.937889,-0.751337,-0.823130,0.476712
887,-0.920576,-1.359559,0.685914,-1.011078,-0.577718,-0.911884,-0.942576,-1.030059,-1.018937,-0.984449,0.425627
888,-0.810169,-0.406568,0.128551,-0.776013,0.028052,-0.621211,-0.784507,-0.909260,-0.359135,-0.670536,0.136826
889,-0.904235,-0.218087,0.068308,-0.669368,-0.054361,-0.435189,-0.748557,-0.873326,-0.524025,-0.629875,0.694187
890,-0.610145,-0.575774,0.316536,-0.839315,-0.641400,-0.834669,-0.766697,-0.922686,-0.365813,-0.871799,0.198368
891,-0.857468,-0.357627,0.034257,-0.805263,0.423873,-0.699455,-0.755189,-0.938106,-0.678346,-0.808221,0.547123
892,-0.751078,-0.622824,-0.855533,-0.796319,0.446241,-0.809786,-0.782958,-1.005443,-0.703658,-0.800086,-0.026866
893,-0.864105,-1.065012,0.672095,-0.860674,-0.576036,-0.595272,-0.843421,-0.938903,-0.194483,-0.965425,0.528107
894,-0.897500,-1.300679,0.790237,-0.960730,-0.284857,-0.760507,-0.699751,-1.025912,-1.007716,-0.861410,0.484269
895,-0.868308,-0.143177,0.095918,-0.662843,-0.007019,-0.414134,-0.751478,-0.916973,-0.404781,-0.587739,0.317794
896,-0.959022,-1.621297,1.056094,-1.009681,-0.445267,-0.870998,-1.097479,-1.048002,-0.981142,-1.089252,0.499108
897,-0.723360,-0.691424,0.389724,-0.842045,0.196819,-0.841288,-0.817800,-0.923862,-0.730037,-0.738764,0.488032
898,-0.950911,-1.003257,0.522190,-0.829108,-0.252004,-0.755893,-0.862982,-1.010718,-0.925159,-0.957362,0.545349
899,-0.841227,-0.858047,0.475544,-0.748382,0.129540,-0.581644,-0.708802,-0.939714,-0.696776,-0.853505,0.513428
900,-0.751382,-0.780337,0.318570,-0.900644,0.087677,-0.796983,-0.756180,-0.873081,-0.605857,-0.683418,0.460043
901,-0.823203,0.579262,-0.263720,-0.621790,0.076325,-0.545234,-0.697258,-0.832638,-0.194522,-0.568538,0.390976
902,-0.847403,-0.602267,0.662847,-0.713933,-0.466765,-0.663127,-0.740876,-0.968424,-0.421387,-0.793104,0.637303
903,-0.847555,-0.322677,0.217212,-0.745703,-0.097994,-0.301042,-0.728803,-0.937364,-0.333142,-0.678319,0.409226
904,-0.891483,-0.726286,0.766216,-0.844738,0.181409,-0.814049,-0.816859,-0.947532,-0.774954,-0.911115,0.720619
905,-0.839594,-0.039486,0.121055,-0.665642,0.090665,-0.456494,-0.687635,-0.863819,-0.321437,-0.553824,0.368052
906,-0.886918,-0.350030,0.967723,-0.641462,-0.151589,-0.760204,-0.761717,-0.937889,-0.751337,-0.823130,0.476712
907,-0.902481,-0.179078,0.750310,-0.812511,0.260760,-0.587511,-0.746523,-0.960665,-0.668683,-0.856007,0.216513
908,-0.816028,-0.818024,0.720840,-0.916858,-0.020680,-0.844358,-0.911748,-1.050630,-0.898377,-0.894402,0.503583
909,-0.943066,-0.510926,0.300254,-0.854957,-0.004717,-0.507490,-0.816891,-0.946762,-0.090757,-0.675784,0.413353
910,-0.879272,-1.099455,0.600329,-1.018602,-0.196146,-0.579191,-0.918154,-1.022001,-0.478755,-0.996459,0.075473
911,-0.916605,-0.789796,0.714061,-1.017122,-0.215069,-0.629798,-0.999658,-1.014972,-0.507821,-0.826458,0.542776
912,-0.843147,-0.633170,0.483665,-0.754643,-0.074084,-0.428162,-0.735489,-0.800367,-0.505035,-0.717709,0.310884
913,-0.940415,-1.184650,0.200889,-0.948335,-0.178821,-0.498427,-0.849092,-1.036433,-0.869570,-0.923518,0.181067
914,-0.833536,-0.311911,-0.061747,-0.825548,0.342248,-0.738776,-0.743994,-0.903967,0.002284,-0.368835,-0.001047
915,-0.869192,-0.911304,0.674452,-0.736995,0.080550,-0.604688,-0.836925,-1.055164,-0.889269,-0.947383,0.364103
916,-0.834249,-0.575861,0.684135,-0.588314,-0.341146,-0.362181,-0.768483,-0.940445,-0.430252,-0.551036,0.477200
917,-0.852086,-1.051689,0.759226,-1.016078,-0.385453,-1.042138,-0.995561,-1.061262,-0.960644,-0.888049,0.627596
918,-0.830352,0.339872,-0.130642,-0.736420,0.490139,-0.723538,-0.704368,-0.883911,-0.450826,-0.675620,0.407057
919,-0.818927,-0.223750,0.680504,-0.774046,0.441136,-0.737004,-0.717861,-0.874573,0.167503,-0.598057,0.618195
920,-0.904515,-1.131287,0.862585,-0.999072,-0.351398,-0.993489,-1.037056,-1.027814,-1.010568,-1.019117,0.038806
921,-0.934174,-0.405441,-0.229608,-0.875195,0.145866,-0.748989,-0.784066,-0.973582,-0.729513,-0.803082,0.350957
922,-0.944667,-0.548064,0.218909,-0.710184,-0.023118,-0.514409,-0.724380,-0.861861,-0.267867,-0.632283,0.526589
923,-0.903272,-0.666504,0.863364,-0.871599,0.401724,-0.904799,-0.720951,-0.905326,-0.129721,-0.816590,0.713310
924,-0.783267,-0.357054,0.235030,-0.850614,-0.082728,-0.674066,-0.819103,-0.911422,-0.579066,-0.746697,0.518043
925,-0.968259,-1.030591,0.459619,-0.755680,-0.037732,-0.643729,-0.810752,-0.940970,-0.751849,-0.887401,0.593842
926,-0.887621,-0.194496,0.761138,-0.801228,0.168458,-0.599234,-0.710488,-0.954328,-0.568932,-0.813787,0.309934
927,-0.935227,-1.586086,0.931115,-0.964243,-0.292519,-0.826319,-1.076663,-1.046306,-1.012687,-1.048406,0.534996
928,-0.852407,-0.493781,0.461801,-0.684544,0.176856,-0.550966,-0.812422,-0.927781,-0.487863,-0.808258,0.582664
929,-0.858145,-1.439191,0.942903,-0.848946,-0.376783,-0.540215,-0.792268,-1.052551,-0.486088,-0.863323,0.474114
930,-0.906162,-0.889929,0.726848,-0.876657,-0.072254,-0.855655,-0.975394,-0.990240,-1.143528,-0.976563,0.697762
931,-0.762320,-0.448454,0.931192,-0.774750,0.131426,-0.636986,-0.769994,-0.881681,-0.710252,-0.888889,0.384331
932,-0.851645,-0.980185,0.625640,-0.777013,0.067519,-0.435756,-0.777573,-0.925014,-0.162432,-0.770375,-0.128764
933,-0.757601,-0.209942,0.033015,-0.736594,0.174824,-0.617504,-0.737445,-0.928247,-0.299436,-0.674384,0.348205
934,-0.893586,-0.948662,0.502079,-0.741975,-0.281871,-0.612217,-0.750298,-1.038406,-0.430939,-0.636834,0.333902
935,-0.825197,0.684000,-0.300578,-0.620998,0.104655,-0.570739,-0.696167,-0.834939,-0.189150,-0.565971,0.389739
936,-0.875814,0.413437,-0.209589,-0.637832,0.011804,-0.737927,-0.700768,-0.847051,-0.219301,-0.573723,0.366195
937,-0.779483,-0.435308,0.235774,-0.618223,-0.484997,-0.807808,-0.783824,-0.965830,-0.407573,-0.312411,0.641808
938,-0.826974,-0.446286,0.070008,-0.789267,0.524203,-0.676234,-0.782011,-0.932988,-0.711157,-0.778547,0.496122
939,-0.842951,0.290900,-0.467710,-0.715758,-0.229768,-0.598607,-0.710525,-0.884794,-0.448688,-0.685651,0.558053
940,-0.855933,-1.107847,0.585691,-0.886949,-0.385516,-0.587215,-0.837466,-0.874936,-0.958984,-0.966998,0.258737
941,-0.918790,-1.176039,0.847432,-0.931623,-0.125477,-0.746511,-0.940026,-1.011086,-0.699870,-0.949992,0.278082
942,-0.924774,-1.585808,0.996579,-0.957366,-0.071427,-0.848885,-0.977363,-1.045763,-0.927473,-1.008725,0.442667
943,-0.709489,-0.989238,0.509296,-0.782160,-0.280395,-0.384475,-0.835391,-0.964082,-0.617209,-0.718457,0.411030
944,-0.886712,-0.846716,0.551165,-0.851692,-0.429650,-0.775501,-0.820756,-1.041523,-0.662717,-0.798117,0.520055
945,-0.861565,-1.024934,0.759160,-0.942623,-0.156620,-0.800141,-0.958443,-0.883770,-1.229136,-0.989272,0.259461
946,-0.878294,-0.918119,0.088944,-0.894606,0.007598,-0.442767,-0.790365,-0.962003,-0.520428,-0.650275,0.321444
947,-0.883595,-1.148024,0.987302,-0.815077,-0.558799,-0.465856,-0.803114,-0.996854,-0.772402,-0.821849,0.559023
948,-0.823419,-1.093760,0.485889,-1.002797,-0.506578,-1.017793,-0.980470,-0.941747,-0.892023,-1.016666,0.472754
949,-0.945860,-1.527353,1.022743,-0.763819,-0.566566,-0.400363,-0.854648,-0.995616,-1.013370,-0.962995,0.433762
950,-0.789192,-0.653843,0.146947,-0.741908,0.060903,-0.692274,-0.749851,-0.844993,-0.378359,-0.666764,0.531552
951,-0.890676,-1.239732,0.737818,-0.869178,-0.298267,-0.699885,-0.883919,-1.034240,-0.792547,-0.826646,0.440889
952,-0.831611,-0.800116,0.408936,-0.852080,0.103117,-0.821762,-0.762019,-0.996802,-0.398103,-0.874212,0.279774
953,-0.854034,-0.980880,0.689746,-0.862067,0.126929,-0.641225,-0.716873,-1.007169,-0.970908,-0.908428,0.536569
