,smiles,task1,task2,task3,task4,task5,task6,task7,task8,task9,task10,task11
2950,OC1=CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,0,0,0,0,0,0,0,0,-1,-1,0
2951,CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,0,0,1,0,0,0,0,0,0,0,0
2952,CC(C)=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,0,0,1,0,0,0,0,0,0,0,0
2953,CCc1cc(C(C)=O)c(O)cc1OCCCCCC(C)(C)c1nn[nH]n1,0,0,0,0,0,0,0,-1,0,0,0
2954,O=C(Cl)OCCOCCOC(=O)Cl,0,0,0,0,0,0,0,0,-1,-1,0
2955,COc1ccc2c(Oc3ccc(N=C(O)c4c(C)n(CC(C)(C)O)n(-c5ccccc5)c4=O)nc3)ccnc2c1,0,0,0,0,0,0,0,-1,0,0,0
2956,C=CCOC(=O)C=CC(=O)OCC=C,0,0,0,0,0,0,0,0,-1,-1,0
2957,N=c1nc([O-])c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)O)cc1)N2C=O.[Ca+2],0,0,0,0,0,0,0,-1,0,0,0
2958,C[C@@H](CN1CCC(Cc2ccccc2)CC1)[C@@H](O)c1ccc(O)cc1,0,0,0,0,0,0,0,-1,0,0,0
2959,Cn1cc([C@@H]2CCC[C@@H]2CF)cn1,0,0,0,0,0,0,-1,0,0,0,0
2960,COc1cccc(C[NH2+]CC(O)C(Cc2cc(F)cc(F)c2)N=C(O)C(CCc2ccccc2)N2CCC(CC(C)C)C2=O)c1,0,1,0,0,0,0,0,0,0,0,0
2961,C#Cc1cnc(O)nc1O,0,0,0,0,0,0,0,-1,0,0,0
2962,CN1C(=O)CN=C(C2=CCCCC2)c2cc(Cl)ccc21,0,0,1,0,0,0,0,0,0,0,0
2963,CC1(C(O)=Nc2ccc(O)c(Cl)c2Cl)CCCCC1,0,0,0,0,0,0,0,0,1,-1,0
2964,COP(N)(=O)SC,0,0,0,0,0,0,0,0,-1,-1,0
2965,NC1(Cc2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,0,0,0,0,0,0,0,-1,0,0,0
2966,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,0,0,0,0,0,0,0,0,-1,-1,0
2967,CN1C(=N)N[C@@](c2ccncc2)(c2cccc(-c3cc(F)ccc3F)c2)C1=O,0,-1,0,0,0,0,0,0,0,0,0
2968,O=C(O)C(=O)Cc1c[nH]c2ccccc12,0,0,0,0,0,0,0,-1,1,-1,0
2969,COCCl,0,0,0,0,0,0,0,0,-1,-1,0
2970,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,0,0,1,0,1,-1,0,0,1,-1,1
2971,CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0,0,0,0,0,0,0,0,1,0,0
2972,CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1,0,0,0,0,0,0,0,0,-1,-1,0
2973,COP(=S)(NC(C)C)Oc1ccc(C)cc1[N+](=O)[O-],0,0,0,0,0,0,0,0,0,-1,0
2974,O=C(O)CC(Cl)C(=O)O,0,0,0,0,0,0,0,0,1,-1,0
2975,Cc1ccc(Br)cc1,0,0,0,0,0,0,0,0,-1,-1,0
2976,C=C[C@H]1CN2CC[C@@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,0,0,-1,0,0,0,0,0,0,0,0
2977,CC1(N2CCC(n3c([C@@H]4CCCNC4)nc4ccccc43)CC2)CCCCCCC1,0,0,0,0,0,0,0,-1,0,0,0
2978,Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1.O=[N+]([O-])O,-1,0,0,0,0,0,0,1,0,0,0
2979,CCCN(CCC)C(=O)c1cc(C)cc(C(O)=N[C@@H](Cc2cc(F)cc(F)c2)[C@@H](O)C[NH2+]Cc2cccc(OC)c2)c1,0,-1,0,0,0,0,0,0,0,0,0
2980,NCC1(CC(=O)O)CCCCC1,-1,0,1,-1,1,-1,0,0,-1,-1,1
2981,Cl.Cl.O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,0,0,0,0,0,0,0,-1,0,0,0
2982,CN=C(O)[C@H](Cc1ccccc1)N=C(O)[C@H](CC(C)C)[C@H](CSc1cccs1)C(O)=NO,0,0,0,0,0,0,0,-1,0,0,0
2983,C1CCC2OC2C1,0,0,0,0,0,0,0,0,-1,-1,0
2984,COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4OC)CC3)c2cc1OC,0,0,1,0,0,0,0,0,0,0,0
2985,CC(C(=O)[O-])c1cccc(Oc2ccccc2)c1,0,0,0,-1,0,0,0,0,0,0,0
2986,N=C(NCc1ccc(Cl)cc1)SCCCc1cnc[nH]1,0,0,0,0,0,0,0,-1,0,0,0
2987,CCN(CC)C(=O)N1CC[NH+](C)CC1,0,0,0,-1,0,0,0,0,0,0,0
2988,CC(=O)OCC[N+](C)(C)C,0,0,0,-1,-1,-1,0,0,-1,-1,-1
2989,CC(O)=N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO,0,0,0,0,0,0,0,-1,0,0,0
2990,CC(C)CC(O)CC(C)C,0,0,0,0,0,0,0,0,-1,-1,0
2991,[NH3+]CCc1cnc[nH]1,0,0,0,-1,0,0,0,0,0,0,0
2992,NCC(O)c1ccc(O)c(O)c1,0,0,-1,0,0,0,0,0,-1,-1,-1
2993,CN1C(=N)N[C@](c2ccc(OC(F)F)cc2)(c2cccc(OC(F)F)c2)C1=O,0,-1,0,0,0,0,0,0,0,0,0
2994,CC1(C)CC(=O)c2c(C(F)(F)F)nn(-c3ccc(C(=N)O)c(N[C@H]4CC[C@H](OC(=O)CN)CC4)c3)c2C1,0,0,0,0,0,0,0,-1,0,0,0
2995,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,-1,0,0,0,-1,1,0,-1,1,-1,0
2996,CCOC(=O)CN1CCN(C(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)CC1,0,0,0,0,0,0,0,-1,0,0,0
2997,CCN(CC)c1ccc2c(-c3ccc(S(=O)(=O)O)cc3S(=O)(=O)O)c3ccc(N(CC)CC)cc3[o+]c2c1,0,0,0,0,0,0,0,0,1,-1,0
2998,C=C(C)C(=O)OCCNC(C)(C)C,0,0,0,0,0,0,0,0,-1,-1,0
2999,Oc1ccc(C2(c3ccccc3F)CCC(F)(F)CC2)cc1,0,0,0,0,0,0,0,-1,0,0,0
3000,CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1.Cl,0,0,1,0,0,0,0,0,0,0,0
3001,Cl.N=C(N)N=C(O)c1nc(Cl)c(N)nc1N,0,0,0,0,0,0,0,0,0,0,1
3002,C/C=C\C=C\C[C@H]1CC[NH2+][C@@H]([C@@H](O)[C@H](Cc2cc(F)cc(F)c2)N=C(O)c2cc(C)cc(C(=O)N(CCC)CCC)c2)C1,0,1,0,0,0,0,0,0,0,0,0
3003,Cc1nnc2ccc(-c3cccc(C(F)(F)F)c3)nn12,0,0,0,0,0,0,0,-1,0,0,0
3004,O=C(O)CCCO,0,0,0,0,0,0,0,0,-1,-1,1
3005,CN(C)C(=S)S,0,0,0,0,0,0,0,0,-1,-1,0
3006,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CC[NH+]3CC2CC2)[C@H]1O5,0,0,0,-1,0,0,0,0,0,0,0
3007,N#Cc1cc(-c2ccccc2)n[nH]c1=NCCN1CCOCC1,0,0,1,0,0,0,0,0,0,0,0
3008,CCN=c1ccc(C#N)c[nH]1,0,0,0,0,0,0,1,0,0,0,0
3009,CN1C2C=C(c3sccc3Br)CC1CC2,0,0,0,0,0,0,0,-1,0,0,0
3010,CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1.Cl,-1,0,0,0,0,0,0,-1,0,0,0
3011,CN(C)CCOCCN(C)C,0,0,0,0,0,0,0,0,-1,-1,0
3012,O=C(Cl)c1cc(Cl)cc(Cl)c1,0,0,0,0,0,0,0,0,0,-1,0
3013,On1nnc2ccccc21,0,0,0,0,0,0,0,0,-1,-1,0
3014,CCCCCCCCS(=O)C(C)Cc1ccc2c(c1)OCO2,0,0,0,0,0,0,0,0,-1,0,0
3015,CC(C)(Sc1ccc(CCN(CCCCC2CCCCC2)C(O)=NC2CCCCC2)cc1)C(=O)O,0,0,0,0,0,0,0,-1,0,0,0
3016,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CS[C@H](c2cccs2)CN(CC(=O)O)C1=O,-1,0,0,0,0,0,0,0,0,0,0
3017,COc1cccc(C[NH2+]C[C@H](O)[C@H](Cc2cc(F)cc(F)c2)N=C(O)c2cc(C(C)=O)cc(N(C)S(C)(=O)=O)c2)c1,0,-1,0,0,0,0,0,0,0,0,0
3018,CC[C@H](C)[C@H](N=C(O)[C@H](Cc1ccc(O)cc1)N=C(O)[C@@H](N=C(O)[C@@H](CCCNC(=N)N)N=C(O)[C@@H](N)CC(=O)O)C(C)C)C(O)=N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@@H]1C(O)=N[C@H](Cc1ccccc1)C(=O)O,0,0,0,0,0,0,0,-1,0,0,0
3019,CC1(C)CCC[C@@]2(C)[C@H]1CC[C@@]1(C)OC(=O)C[C@H]21,0,0,0,0,0,0,0,-1,0,0,0
3020,C#C[C@]1(O)CCC2C3CCC4=CC(=O)CCC4C3C(=C)CC21CC,0,0,0,0,-1,1,0,-1,0,0,1
3021,CCOC(=O)c1c(N)sc2c1CCN(Cc1ccccc1)C2.Cl,-1,0,0,0,0,0,0,0,0,0,0
3022,CC(C)N(CCCl)C(C)C,0,0,0,0,0,0,0,0,-1,-1,0
3023,CCC1(C2OC(C3OC(O)(CO)C(C)CC3C)CC2C)CCC(C2(C)CCC3(CC(O)C(C)C(C(C)C(OC)C(C)C(=O)O)O3)O2)O1,0,0,0,0,0,0,0,0,1,-1,0
3024,CCN1/C(=C/C(C)=O)Sc2ccc(OC)cc21,0,0,0,0,0,0,0,-1,0,0,0
3025,CC(C)NCC(O)c1ccc(O)c(O)c1,0,0,-1,0,-1,-1,0,0,-1,-1,1
3026,CN1CCC23c4c5ccc(O)c4OC2C(O)CCC3C1C5,0,0,1,0,0,0,0,0,-1,-1,0
3027,C=C(C)C(=O)OCCOP(=O)(O)OCCOC(=O)C(=C)C,0,0,0,0,0,0,0,0,-1,-1,0
3028,O=C1c2cccn2[C@@]2(CC(O)=NC2=O)C(=O)N1Cc1ccc(Br)cc1F,0,0,0,0,0,0,0,-1,0,0,0
3029,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN=C(O)[C@H](C)N=C(O)CC[C@@H](N=C(O)[C@H](C)N=C(O)[C@@H](C)OC1[C@H](O)[C@@H](CO)O[C@@H](O)[C@@H]1N=C(C)O)C(=N)O)OC(=O)CCCCCCCCCCCCCCC,0,0,0,0,0,0,0,0,0,0,1
3030,Clc1cccc(Cl)c1CSc1nnc(-c2cnccn2)s1,0,0,0,0,0,0,0,-1,0,0,0
3031,CCCN1CC=C(c2c[nH]c3ccc(Cl)cc23)CC1,0,0,1,0,0,0,0,0,0,0,0
3032,CCOC(=O)CC(=O)c1ccccc1,0,0,0,0,0,0,0,0,-1,-1,0
3033,CC#Cc1cncc(-c2cccc([C@@]3(c4cc(C)c(=O)n(CC)c4)NC(=[NH2+])c4c(F)cccc43)c2)c1,0,1,0,0,0,0,0,0,0,0,0
3034,CC(C)n1cc(C(=O)O)nn1,0,0,0,0,0,0,-1,0,0,0,0
3035,Cc1ccc(N)cc1,0,0,0,0,0,0,0,0,-1,-1,0
3036,CN1CCN(C(=O)CN[C@@H]2C[C@H]2c2ccc(OCc3ccccc3)cc2)CC1,0,0,0,0,0,0,0,-1,0,0,0
3037,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21,0,0,0,0,0,0,0,0,-1,-1,1
3038,Cc1ccc2cccnc2c1,0,0,0,0,0,0,0,0,-1,-1,0
3039,CC#CCC(C)C(O)C=CC1C(O)CC2CC(=CCCCC(=O)O)CC21,0,0,0,0,0,0,0,0,-1,-1,0
3040,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C.Cl,0,0,1,0,0,0,0,0,0,0,0
3041,ClCBr,0,0,0,0,0,0,0,0,-1,-1,0
3042,Cc1cnc(C(O)=Nc2cccc(C3(C)NC(=N)CN(C)C3=O)c2)cn1,0,-1,0,0,0,0,0,0,0,0,0
3043,Cc1cnc(C)c(C)n1,0,0,0,0,0,0,0,0,-1,-1,0
3044,C=CC(C)(C)c1cc(C=CC(=O)c2ccc(O)cc2)c(OC)cc1O,0,0,0,0,0,0,0,-1,0,0,0
3045,Cc1cc(=O)c(C(O)=N[C@@H](C(O)=N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc([O-])cc2)c[nH]1.[Na+],0,0,0,0,0,0,0,-1,0,0,0
3046,CCCCCCCCOc1ccc(C(=O)O)cc1,0,0,0,0,0,0,0,0,1,0,0
3047,C[C@@]12C=CC[C@H]1[C@@H]1CC[C@H]3CC(=O)CC[C@]3(C)[C@H]1CC2,0,0,0,0,0,0,0,-1,0,0,0
3048,OC1OCCOC1O,0,0,0,0,0,0,0,0,-1,-1,0
3049,CCCCCCCCCCOS(=O)(=O)O,0,0,0,0,0,0,0,0,-1,-1,0
3050,O=CCCl,0,0,0,0,0,0,0,0,-1,-1,0
3051,C=CC1CN2CCC1CC2C(O)c1ccnc2ccccc12,0,0,0,0,0,0,0,0,0,-1,0
3052,Cc1ccc(N=CO)c(C)c1,0,0,0,0,0,0,0,0,0,-1,0
3053,Cc1ccc(S(=O)(=O)NC(O)=NC2CCCCC2)cc1,0,0,0,0,0,0,0,0,-1,-1,0
3054,COCCOCC(CC1(C(O)=NC2CCC(C(=O)O)CC2)CCCC1)C(=O)Oc1ccc2c(c1)CCC2,0,0,0,0,0,0,0,0,-1,-1,0
3055,COc1ncccc1C12CC1CCN2S(C)(=O)=O,0,0,0,0,0,0,-1,0,0,0,0
3056,COc1cccc(-c2cccc(C3CC3C3(C)CC(=O)N(C)C(=N)N3)c2)c1,0,-1,0,0,0,0,0,0,0,0,0
3057,O=C1c2ccccc2CN2C(=O)c3ccccc3CN12,0,0,0,0,0,0,0,0,-1,-1,0
3058,C#CC(O)CCC,0,0,0,0,0,0,0,0,0,0,0
3059,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC(=O)CCC(=O)O)C(C)(C)C5CCC43C)C2C1,0,0,0,0,0,0,0,0,-1,-1,0
3060,COc1cc(C)nc(O)c1CN=C(O)c1c(C)n([C@H](C)C2CCOCC2)c2ccccc12,0,0,0,0,0,0,0,-1,0,0,0
3061,N#CCCO,0,0,0,0,0,0,0,0,0,0,0
3062,N=c1cnn(C2OC(CO)C(O)C2O)c(O)n1,0,0,0,0,0,0,0,0,0,1,0
3063,CN1CC(CN=C(O)OCc2ccccc2)CC2c3cccc4c3c(cn4C)CC21,0,0,0,0,0,0,0,0,0,-1,0
3064,CN(C)C(Cc1ccccc1)c1ccccc1,0,0,0,0,0,0,0,0,-1,-1,0
3065,CCOC(=O)C1=CC(OC(CC)CC)C(N=C(C)O)C(N)C1,0,0,0,0,0,0,0,0,0,0,1
3066,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccc(OC(F)(F)F)cc3)nc1)C2,0,0,0,0,0,0,0,-1,0,0,0
3067,C[C@H](Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ncc(C(F)(F)F)cc2F)CC1)C(F)(F)F,0,0,0,0,0,0,0,-1,0,0,0
3068,O=c1oc(-c2ccc(C(F)(F)F)cc2)nn1Cc1cc(Cl)ccc1O,0,0,0,0,0,0,0,-1,0,0,0
3069,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,-1,0,0,0,0,0,0,0,0,0,0
3070,CC(=O)OC[C@H]1O[C@H](O[C@]2(COC(C)=O)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]2OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,0,0,0,0,0,0,0,-1,0,0,0
3071,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+],0,0,0,0,0,0,0,-1,0,0,0
3072,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,0,0,0,0,0,0,0,0,0,1,-1
3073,CCCOc1cccc2c1C[NH2+]C(C(O)C(Cc1cc(F)cc(F)c1)N=C(O)C(CCc1ccccc1)N1CCC(N=C(C)O)(C(C)CC)C1=O)C2,0,1,0,0,0,0,0,0,0,0,0
3074,N=C(O)c1cnc(N[C@@H]2CCCC[C@@H]2N)[nH]c1=Nc1cccc(-n2nccn2)c1,0,0,0,0,0,0,0,-1,0,0,0
3075,CC1(C)S[C@@H]2[C@H](N=C([O-])COc3ccccc3)C(=O)N2[C@H]1C(=O)O.[K+],0,0,0,0,0,0,0,-1,0,0,0
3076,CC1=C2CC3C(CC=C4CC(O)CCC43C)C2CCC12OC1CC(C)CNC1C2C,0,0,0,0,0,0,0,0,-1,-1,0
3077,CN1CC2CC1CN2c1cc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1,0,0,0,0,0,0,0,0,1,-1,0
3078,COC(=O)CC(C(C)=O)C(=O)OC,0,0,0,0,0,0,0,0,-1,-1,0
3079,CCn1cc(CN=C(O)c2cccnc2)cn1,0,0,0,0,0,0,-1,0,0,0,0
3080,CCC(CC(O)=NCCN1CCOCC1)n1c(=[NH2+])[nH]c2cc(Cl)ccc21,0,-1,0,0,0,0,0,0,0,0,0
3081,CNCC(O)c1ccc(O)cc1,-1,0,0,0,0,0,0,-1,-1,-1,0
3082,CCCO/N=C(/C)c1cc(C(O)=NC(Cc2cc(F)cc(F)c2)[C@@H](O)C[NH2+]Cc2cccc(OC)c2)cc(N2CCCCS2(=O)=O)c1,0,1,0,0,0,0,0,0,0,0,0
3083,CCCNC(C)C(O)=Nc1ccccc1C,0,0,0,0,0,0,0,0,-1,-1,1
3084,Cc1cc(CCN2CCN(c3cccc(Cl)c3)CC2)n[nH]1,0,0,1,0,0,0,0,0,0,0,0
3085,O=C1C(=O)C(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,0,0,0,0,0,0,0,0,1,0,0
3086,Oc1ccc(-c2nc3cc(O)cc(Br)c3o2)cc1,0,0,0,0,0,0,0,-1,0,0,0
3087,N#CC1(O)CCCCC1,0,0,0,0,0,0,0,0,-1,-1,0
3088,NC(=O)c1noc([C@H](CCCC2CCCCC2)CC(O)=NO)n1,0,0,0,0,0,0,0,-1,0,0,0
3089,COc1ccc(Cl)cc1C(=O)[N-]CCc1ccc(S(=O)(=O)NC(O)=NC2CCCCC2)cc1,0,0,0,-1,0,0,0,0,0,0,0
3090,Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12,0,0,0,0,0,0,0,-1,0,0,0
3091,CCCCC(C)(O)CC=C[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,0,0,0,0,0,0,0,0,0,0,1
3092,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(O)=NO)cc1,0,0,0,1,0,0,0,-1,0,0,0
3093,CC1(C)CC2(NC(=N)N(CC(F)(F)F)C2=O)c2cc(-c3cccc(Cl)c3)ccc2O1,0,-1,0,0,0,0,0,0,0,0,0
3094,NC(CCC[NH3+])(C(=O)O)C(F)F,0,0,0,-1,0,0,0,0,0,0,0
3095,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccccc2)cc1,0,0,0,0,0,0,0,0,0,0,0
3096,O=C(O)c1ccc2c(c1)C(=O)OC2=O,0,0,0,0,0,0,0,0,-1,-1,0
3097,O=C1OC(c2ccccc2)(c2ccccc2)[C@@H]2CN(C(O)=NCc3ccc(F)cc3)CCN12,0,0,0,0,0,0,0,-1,0,0,0
3098,C[C@@]1(C(=O)O)NCCc2cc(O)c(O)cc21,0,0,0,0,0,0,0,-1,0,0,0
3099,NC(=O)c1ncn(C2OC(CO)C(O)C2O)n1,0,0,0,0,0,0,0,0,-1,1,1
3100,O=C(CC1NCCCC1O)Cn1cnc2cc(Br)c(Cl)cc2c1=O,0,0,0,0,0,0,0,0,-1,-1,0
3101,CCCC(CCC)S(=O)(=O)C[C@@H](N=C(O)OCc1ccccc1)C(O)=N[C@@H](Cc1ccccc1)[C@H](O)C[NH2+]Cc1cccc(OC)c1,0,-1,0,0,0,0,0,0,0,0,0
3102,Cc1cc(OCc2nc(-c3ccccc3Cl)cs2)ccc1OCC(=O)O,0,0,0,0,0,0,0,-1,0,0,0
3103,O=C1CCCC=CCCCCCCCCCC1,0,0,0,0,0,0,0,0,1,-1,0
3104,CCCCCCCCCCCCCCCCCCOC[C@H](COP(=O)(O)OCC[N+](C)(C)C)OC,0,0,0,0,0,0,0,-1,0,0,0
3105,CCCN1C[C@@H](NS(=O)(=O)N(CC)CC)C[C@@H]2Cc3c(O)cccc3C[C@H]21,0,0,0,0,0,0,0,-1,0,0,0
3106,CCc1nc2c(C)nc(C)cc2n1-c1ccc(CCN=C(O)NS(=O)(=O)c2ccc(C)cc2)cc1,0,0,0,0,0,0,0,-1,0,0,0
3107,CCCCCOC(O)=Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F,0,0,0,0,0,0,0,0,-1,-1,0
3108,CC=C(CCC(C)C1CCC2C3=CCC4C(C)C(O)CCC4(C)C3CCC21C)C(C)C,0,0,0,0,0,0,0,0,-1,-1,0
3109,Oc1cc(Cl)ccc1Cl,0,0,0,0,0,0,0,0,1,-1,0
3110,N=c1nc([O-])c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)O)cc1)N2C=O,0,0,0,-1,0,0,0,0,0,0,0
3111,N=C(N)N=C(O)c1nc(Cl)c(N)nc1[NH3+],0,0,0,-1,0,0,0,0,0,0,0
3112,COc1cc([C@H]2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3O[C@@H]2CO)ccc1O,0,0,0,0,0,0,0,-1,0,0,0
3113,CC(=O)OCC1OC(OC(C)=O)C(OC(C)=O)C1OC(C)=O,0,0,0,0,0,0,0,0,0,0,0
3114,O[C@@H]1[C@@H](CCl)O[C@@H](n2cnc3c(NC4CC5CCC4C5)ncnc32)[C@@H]1O,0,0,0,0,0,0,0,-1,0,0,0
3115,OC1=NCCNC1c1cccs1,0,0,1,0,0,0,0,-1,0,0,0
3116,CCC1(CC)C(=O)C=CN=C1O,-1,0,1,0,0,0,0,-1,0,0,0
3117,C=CC[N+]1([C@H]2CC3C4CCC5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)C4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1.[Br-],0,0,0,0,0,0,0,0,0,0,-1
3118,CCCC(C)(COC(=N)O)COC(O)=NC(C)C,-1,0,0,-1,-1,-1,0,-1,-1,-1,1
3119,CN(C)CCC1(c2ccccc2)C=Cc2ccccc21,0,0,1,0,0,0,0,0,0,0,0
3120,CC1(C)OC2CC(=O)OCC23C1CC(=O)C1(C)C3CCC2(C)C(c3ccoc3)OC(=O)C3OC321,0,0,0,0,0,0,0,0,-1,-1,0
3121,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O,0,0,0,0,0,0,0,0,1,0,1
3122,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1,0,0,0,0,0,0,0,-1,0,0,0
3123,COc1ccc(CN2CCNCC2)c(OC)c1OC,0,0,0,0,0,0,0,0,-1,-1,0
3124,O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ncccn2)CC1,-1,0,0,0,0,0,0,-1,-1,-1,0
3125,CC(=O)N1CCCC(C(=N)O)C1,0,0,0,0,0,0,-1,0,0,0,0
3126,CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)CC2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0,0,0,0,0,0,0,-1,0,0,0
3127,CC(C)(C)C1CCC(O)CC1,0,0,0,0,0,0,0,0,-1,-1,0
3128,Cn1nnc(=NC(=O)c2cc3ccccc3o2)[nH]1,0,0,0,0,0,0,-1,0,0,0,0
3129,Cc1nc(CN2CCC(CN)CC2)cs1,0,0,0,0,0,0,-1,0,0,0,0
3130,S=C(S)N1CCNCC1,0,0,0,0,0,0,0,0,-1,-1,0
3131,CC1CCC2(OC1)OC1C(O)C3C4CCC5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(OC8OCC(O)C(O)C8O)C7OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7O)C(O)C6O)C(O)CC5(C)C4CCC3(C)C1C2C,0,0,0,0,0,0,0,0,0,0,0
3132,N#Cc1ccc(C(=O)Nc2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(=N)N3)c2)nc1,0,1,0,0,0,0,0,0,0,0,0
3133,O=C(O)CN(CC(=O)O)CC(=O)O,0,0,0,0,0,0,0,0,-1,-1,0
3134,NCCC(O)(P(=O)([O-])[O-])P(=O)(O)O.[Na+].[Na+],0,0,0,0,0,0,0,-1,0,0,1
3135,O=C=Nc1ccc(Cl)cc1,0,0,0,0,0,0,0,0,1,-1,0
3136,C=CCN(C)CCCCCCOc1ccc(C(=O)c2ccc(Br)cc2)c(F)c1.O=C(O)/C=C/C(=O)O,0,0,0,0,0,0,0,-1,0,0,0
3137,CN(C)[C@@H](CCOc1cccc2ccccc12)c1ccccc1,0,0,1,0,0,0,0,0,0,0,0
3138,CCOC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@@H](CN2CCCC2)C1,0,0,1,0,0,0,0,0,0,0,0
3139,Brc1ccc(Br)cc1,0,0,0,0,0,0,0,0,-1,-1,0
3140,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,-1,0,-1,-1,1,-1,0,-1,-1,-1,-1
3141,CN[C@@H]1CCc2[nH]c3ccc(C(=N)O)cc3c2C1.O=C(O)CCC(=O)O,-1,0,0,0,0,0,0,0,0,0,0
3142,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,0,0,1,0,0,0,0,0,0,0,1
3143,N=C(O)N[C@H]1N=C(O)N=C1O,0,0,0,0,0,0,0,-1,0,0,0
3144,Cc1ccc(C(C)OC(=O)C2(C)CCC(C(=O)O)C2(C)C)cc1,0,0,0,0,0,0,0,0,0,0,0
3145,CC(C)=CCC/C(C)=C/CC/C(C)=C/CSc1ccccc1C(=O)O,0,0,0,0,0,0,0,-1,0,0,0
3146,CN1C(=O)CC(=NCCN(CCO)CCCc2ccc([N+](=O)[O-])cc2)N(C)C1=O,0,0,0,0,0,0,0,0,-1,-1,0
3147,CCC(CC)CO,0,0,0,0,0,0,0,0,-1,-1,0
