,task1,task2,task3,task4,task5,task6,task7,task8,task9,task10,task11
761,-0.889046,-1.085819,0.743254,-0.860710,-0.377536,-0.507693,-0.881591,-0.931909,-0.560228,-0.773186,0.172705
762,-0.935739,-1.228909,0.782264,-0.777547,-0.062165,-0.889126,-1.005449,-1.007079,-0.885836,-0.903671,0.547892
763,-0.909697,-1.421356,1.059962,-0.934973,-0.808773,-0.830611,-1.166361,-1.022072,-0.948832,-0.962281,0.613900
764,-0.783146,-0.550364,0.814894,-0.700452,0.133994,-0.624863,-0.718025,-0.972813,-0.738517,-0.749398,0.525966
765,-0.828026,0.773768,0.209726,-0.729782,0.100549,-0.688257,-0.734920,-0.911251,-0.347216,-0.669994,0.580676
766,-0.762069,-1.003195,0.689320,-0.803054,0.304827,-0.687554,-0.778945,-0.953775,-0.886642,-0.911524,0.557408
767,-0.863481,-0.589508,0.513880,-0.721559,0.112701,-0.599722,-0.780705,-0.931401,-0.213077,-0.597656,0.462191
768,-0.965308,-1.402014,0.911141,-0.810859,-0.689936,-0.536356,-0.890999,-0.849270,-1.198342,-1.178427,0.690420
769,-0.933308,-1.009518,0.768074,-0.961322,-0.548261,-0.877753,-0.911461,-0.913614,-0.754736,-0.902808,0.458820
770,-0.879034,-0.969078,0.695266,-0.811524,-0.221448,-0.752042,-0.943122,-0.957428,-0.880912,-0.911692,0.481874
771,-0.934357,-0.721510,0.386963,-0.867399,0.633544,-1.009369,-0.769417,-0.840689,-0.632263,-0.681520,0.235423
772,-0.853174,-1.027854,0.707366,-0.867698,-0.764705,-0.767067,-0.920896,-0.893244,-0.792336,-0.899856,0.675338
773,-0.872640,-0.059839,0.518148,-0.781661,-0.303578,-0.770300,-0.723297,-0.899248,-0.280751,-0.763098,0.509699
774,-0.856097,-1.112187,0.727805,-0.863818,0.037761,-0.527060,-0.914720,-0.901955,-0.474204,-0.950095,0.338567
775,-0.880431,-0.822269,0.492774,-0.673097,-0.098883,-0.673705,-0.748357,-0.945385,-0.633333,-0.747623,0.707714
776,-0.788019,-0.658703,0.311339,-0.929726,0.044582,-0.876244,-0.792539,-0.852665,-0.308693,-0.788092,0.625074
777,-0.889717,0.040612,0.500307,-0.757877,0.098802,-0.512134,-0.792046,-0.958917,-0.450395,-0.579694,0.591436
778,-0.881807,-1.142629,0.533081,-0.923359,-0.819207,-0.394426,-0.906574,-0.949818,-1.054837,-1.114381,0.641166
779,-0.871158,0.627552,0.714842,-0.698738,0.217679,-0.473295,-0.805999,-0.936933,-0.667370,-0.711846,0.796045
780,-0.897577,-0.727133,0.970619,-0.903554,0.540362,-0.932442,-0.827491,-0.799266,-0.753532,-0.858985,0.750009
781,-0.874590,-0.589170,0.614535,-0.796797,-0.512174,-0.625802,-0.777394,-0.994198,-0.336581,-0.733091,0.175735
782,-0.871028,-0.799953,0.811834,-0.929363,-0.781772,-0.747600,-0.957807,-0.932172,-1.021758,-1.026491,0.585700
783,-0.898889,-0.870775,0.666821,-0.797390,-0.413681,-0.757116,-0.801551,-0.974482,-0.843529,-0.753381,0.683710
784,-0.833491,-0.520318,0.455851,-0.746396,-0.145208,-0.557305,-0.791530,-0.885984,-0.337948,-0.755391,0.546491
785,-0.825121,-0.981074,0.257263,-0.900538,-0.138469,-0.686646,-0.842171,-0.970006,-0.806436,-0.647857,0.403840
786,-0.919442,-0.436996,0.147997,-0.715206,-0.241042,-0.513740,-0.729022,-0.823350,-0.377958,-0.730940,0.418923
787,-0.986427,-0.625439,0.936617,-0.815884,0.276444,-0.692365,-0.837840,-0.889170,-0.270116,-0.918935,0.620937
788,-0.938444,-0.795253,0.474180,-0.777770,-0.232550,-0.710193,-0.802222,-0.979459,-0.435917,-0.669544,0.626168
789,-0.867252,-0.611324,1.069933,-0.800376,-0.298194,-0.870895,-0.806395,-0.882474,-0.066597,-0.898351,0.604861
790,-0.879428,-1.208296,0.743935,-1.022874,-0.685537,-0.454861,-0.892211,-0.985289,-0.714197,-0.901174,0.430731
791,-0.919822,-0.041097,0.428495,-0.751350,-0.038213,-0.440576,-0.786846,-0.972266,-0.517342,-0.619073,0.648248
792,-0.910682,-1.152074,0.866032,-0.879504,-0.134834,-0.873202,-0.951491,-0.954131,-0.717669,-0.931985,0.729872
793,-0.839509,-0.358897,0.366462,-0.763775,0.223595,-0.650516,-0.686510,-0.865796,-0.389820,-0.694908,0.589261
794,-0.803626,-1.159422,0.874434,-0.962550,-0.632205,-0.940078,-0.960987,-0.883329,-0.975895,-0.926892,0.554868
795,-0.924538,-0.923923,0.770086,-0.865979,-0.394821,-0.949703,-0.928888,-0.977463,-0.921734,-0.935088,0.777927
796,-0.637615,-0.554118,0.641337,-0.893592,-0.341354,-0.606800,-0.881306,-0.977428,-0.822704,-0.925743,0.212057
797,-0.823437,-0.365659,0.404496,-0.859346,0.014647,-0.789079,-0.794243,-0.945892,-0.667364,-0.810004,0.485019
798,-0.883646,-0.256810,-0.593413,-0.751502,-0.060619,-0.578774,-0.753652,-0.839468,-0.373032,-0.765261,0.558758
799,-0.900696,-0.983611,0.951729,-0.913047,-0.233025,-0.411422,-0.901535,-0.867325,-0.611818,-0.705149,0.380611
800,-0.864085,-0.440603,0.222606,-0.584845,-0.747481,-0.881450,-0.814016,-0.945330,0.050814,-0.178720,0.739535
801,-0.876254,-0.539059,-0.572137,-0.892643,-0.514260,-0.826664,-0.814854,-0.949283,-0.742283,-0.806236,0.617361
802,-0.776183,-1.197295,1.051494,-0.802826,-0.345378,-1.292788,-0.902810,-0.956937,-1.056813,-1.066531,0.541451
803,-0.884870,0.119071,0.074944,-0.760886,0.116907,-0.730102,-0.720974,-0.926735,-0.416203,-0.612089,0.621034
804,-0.930921,-0.254018,0.739907,-0.881911,0.271448,-0.605247,-0.757968,-0.925963,-0.644451,-0.831653,0.414629
805,-0.894411,-0.561631,0.697687,-0.811396,0.256080,-0.768097,-0.834420,-0.893021,-0.710834,-0.898905,0.578728
806,-0.926850,-0.575273,-0.976152,-0.917416,1.213915,-1.001443,-0.768481,-0.937233,-0.992678,-0.995538,1.026603
807,-0.850837,-1.348530,0.816150,-0.869308,-0.731590,-0.711945,-0.797671,-1.017465,-0.789197,-1.040083,0.623797
808,-0.911927,-1.191568,0.205745,-0.993813,-0.175120,-0.894333,-0.917312,-0.982855,-0.921590,-0.899891,0.711300
809,-0.971935,-1.356578,0.782489,-0.892761,-0.757886,-0.925837,-0.953036,-0.992495,-0.882628,-0.979603,0.563075
810,-0.821940,-0.207713,0.369373,-0.616638,0.014121,-0.621567,-0.780284,-0.950062,-0.054633,-0.599546,0.533564
811,-0.895605,-1.206194,0.804488,-0.871966,-0.773133,-0.557225,-0.990718,-0.913885,-0.639292,-0.918912,0.575911
812,-0.847702,-0.695952,0.349610,-0.767316,0.104533,-0.716113,-0.756919,-0.798956,-0.507918,-0.736834,0.308305
813,-0.867896,0.513012,0.562270,-0.732282,0.020597,-0.507302,-0.860827,-0.905140,-0.375837,-0.610625,0.599929
814,-0.824607,-0.575362,0.460837,-0.836652,-0.245164,-0.609667,-0.787326,-0.941351,-0.273436,-0.663449,0.355763
815,-0.887114,-0.793052,0.770552,-0.779461,-0.001857,-0.826367,-0.818558,-0.954128,-0.098406,-0.775754,0.417684
816,-0.827343,-1.013148,0.651558,-0.986752,-0.334652,-0.705005,-0.944210,-0.852635,-0.086066,-0.939320,0.668809
817,-0.873600,-0.027296,-0.557437,-0.388905,-0.010114,-0.826740,-0.741421,-0.888853,-0.304139,-0.390767,0.740868
818,-0.834027,-0.585668,0.831539,-0.848292,0.271967,-0.772603,-0.856393,-0.908991,-0.467590,-0.632835,0.522340
819,-0.899082,-0.518586,0.801437,-0.601278,0.233803,-0.732663,-0.878894,-0.987282,-0.866941,-0.893404,0.671715
820,-0.844015,-0.930660,0.733103,-1.016382,-0.255642,-0.778070,-0.859452,-0.971641,-0.486884,-0.929579,0.782049
821,-0.898206,0.663459,-0.055347,-0.759699,0.086780,-0.625151,-0.773864,-0.883200,-0.262150,-0.699585,0.524152
822,-0.925536,-1.469437,1.056463,-0.929128,-0.493762,-0.950237,-1.163993,-1.000541,-1.067755,-1.137582,0.684400
823,-0.904041,-0.769948,0.621341,-0.760231,0.149249,-0.874115,-0.800875,-0.975797,-0.304988,-0.766072,0.674720
824,-0.831770,-0.386857,0.684404,-0.740872,-0.435638,-0.865264,-0.753448,-0.928960,-0.676713,-0.826979,0.603963
825,-0.754199,-0.667668,0.733105,-0.743949,0.113869,-0.930562,-0.872482,-0.864141,-0.422775,-0.876429,0.662293
826,-0.769082,-0.263670,0.184371,-0.789041,-0.107032,-0.766853,-0.821385,-0.903934,-0.704634,-0.867599,-0.010412
827,-0.857686,-1.437482,0.867528,-0.901871,-0.736632,-0.826369,-1.039415,-1.018722,-1.029525,-0.985555,0.453351
828,-0.934434,-0.789279,-0.762044,-0.960108,0.088816,-0.714513,-0.766094,-0.966286,-0.872750,-0.942963,0.341684
829,-0.908689,-0.684224,0.888298,-0.775816,0.208099,-0.908454,-0.679163,-0.982056,-0.895331,-0.907204,0.704264
830,-0.886166,-0.715370,0.607017,-0.981998,-0.096351,-0.661660,-0.964976,-0.992146,-0.436433,-0.798440,0.522999
831,-0.948942,-0.285988,0.982183,-0.973675,0.345463,-0.686707,-0.724979,-0.952872,-0.329821,-0.895828,0.733976
832,-0.859610,0.683954,-0.287188,-0.711997,-0.325887,-0.710161,-0.708426,-0.854244,-0.222019,-0.602713,0.526045
833,-0.872149,-1.036453,0.649520,-0.843468,0.173432,-0.699997,-0.969805,-0.897043,-0.979666,-0.967757,0.779934
834,-0.932071,-0.517951,0.112361,-0.760789,-0.035031,-0.666045,-0.805783,-0.846476,-0.655330,-0.729560,0.290700
835,-0.905419,-0.906247,0.361842,-0.821770,0.073513,-0.778246,-0.774942,-0.936359,-0.704659,-0.956274,0.903150
836,-0.917264,-0.886861,1.029291,-0.775380,-0.178641,-1.036587,-0.796258,-0.936737,-0.583776,-0.966417,0.625975
837,-0.906071,-0.243151,0.570963,-0.710957,-0.131217,-0.454540,-0.790969,-0.932354,-0.452364,-0.611707,0.583230
838,-0.869772,-0.514454,0.841265,-0.730581,-0.224064,-0.673298,-0.788338,-0.920291,-0.184233,-0.742446,0.816197
839,-0.907428,-0.378099,0.094383,-0.622847,-0.132191,-0.395707,-0.772704,-0.863081,-0.252076,-0.660670,0.630162
840,-0.784293,-1.109794,0.966301,-0.882953,-0.487268,-0.341471,-0.789033,-0.957256,-0.192802,-0.570546,0.374050
841,-0.923279,-1.005108,0.203947,-0.949546,-0.243598,-0.813191,-0.941100,-1.016950,-0.981958,-0.742989,0.669148
842,-0.892989,-0.109406,0.384203,-0.706950,-0.083580,-0.636153,-0.797344,-0.896829,-0.422642,-0.730433,0.518605
843,-0.777555,-0.318383,0.109606,-0.870326,0.363212,-0.640515,-0.787287,-0.919022,-0.743004,-0.858872,0.106870
844,-0.870349,-0.290848,0.057925,-0.843556,0.273056,-0.645142,-0.790834,-0.860246,-0.205428,-0.716643,0.449542
845,-0.867846,-0.808634,0.802200,-0.906833,-0.198732,-0.949304,-0.776187,-0.901765,-0.370427,-0.907917,0.743645
846,-0.892363,-1.218064,0.869572,-0.810687,-0.579705,-0.462783,-0.951783,-0.998471,-0.587807,-0.863554,0.419604
847,-0.963696,-1.314178,0.869553,-0.925346,-0.660418,-0.761683,-1.020943,-0.992720,-1.024789,-0.963043,0.746138
848,-0.883466,-1.041532,1.018369,-0.920211,-0.745413,-0.923808,-0.960643,-0.918340,-0.795152,-0.898531,0.732266
849,-0.907245,-0.932993,0.345536,-0.740528,-0.172613,-0.700225,-0.745184,-0.958245,-0.710633,-0.562049,0.634372
850,-0.860915,-1.054013,0.890067,-0.865990,-0.388041,-0.860721,-0.868470,-0.978271,-0.811056,-1.085887,0.625294
851,-0.909306,-0.240874,0.401428,-0.707277,0.135803,-0.708672,-0.751549,-0.943518,-0.687883,-0.782838,0.727624
852,-0.910151,-1.372376,1.074883,-0.984724,-0.442464,-0.955872,-1.059565,-0.958447,-1.222956,-1.051006,0.571587
853,-0.868429,-0.967595,0.914601,-0.885768,-0.758667,-0.961265,-0.981042,-0.860640,-0.930414,-1.050976,0.876026
854,-0.803212,-0.716562,0.427481,-0.716876,0.069349,-0.641944,-0.757753,-0.867986,-0.418597,-0.715267,0.478490
855,-0.957672,-1.226184,0.688783,-0.932388,-0.442191,-0.393122,-0.946591,-1.032723,-0.616054,-0.749063,0.397938
856,-0.914555,-0.543538,0.286124,-0.761851,-0.026922,-0.956575,-0.803971,-0.971715,-0.982095,-0.925014,0.420314
857,-0.812049,-1.583552,1.206083,-0.955523,-0.422585,-1.015152,-1.088444,-1.005083,-1.057752,-1.055443,0.561260
858,-0.997933,-0.867430,0.331926,-0.718061,-0.407234,-0.526828,-0.717854,-0.975377,-0.790129,-0.833334,0.703978
859,-0.881098,-1.122258,0.537998,-0.832911,-0.443923,-0.731498,-0.853101,-0.882355,-0.474078,-0.835544,0.934545
860,-0.806553,-0.543289,0.548519,-0.816828,0.131545,-0.580196,-0.766426,-0.938162,-0.476710,-0.659569,0.582787
861,-0.847113,0.541386,0.450064,-0.692745,-0.052503,-0.490346,-0.790469,-0.895055,-0.330013,-0.617224,0.661286
862,-0.828820,-0.701258,0.536049,-0.817472,0.110654,-0.773414,-0.733462,-0.815345,-0.314730,-0.737792,0.538289
863,-0.887505,-0.881809,0.170707,-0.791770,-0.371454,-0.433130,-0.869158,-1.021256,0.058637,-0.756937,0.389760
864,-0.869582,-1.403677,0.905704,-0.900890,-0.723418,-0.869620,-1.049763,-1.020966,-0.956852,-1.009445,0.487671
865,-0.924370,-1.365617,0.905324,-1.020849,-0.389016,-1.040740,-0.958528,-1.022390,-0.938052,-1.011330,0.780472
866,-0.848009,-0.759875,0.798755,-0.808958,-0.821194,-0.814506,-0.869760,-0.992094,-0.636535,-0.866900,0.708290
867,-0.880901,-1.239654,1.014870,-0.917441,-0.784336,-0.893262,-1.084863,-1.018226,-1.024850,-1.025407,0.670806
868,-0.888273,-0.451691,0.687153,-0.770446,0.428872,-0.905075,-0.779984,-0.862181,-0.669422,-0.886155,0.537937
869,-0.840067,-1.180807,0.905129,-0.817441,-0.655682,-0.640069,-0.967953,-0.935081,-0.983249,-1.002540,0.392355
870,-0.916609,-1.220364,0.966497,-0.889978,-0.546540,-0.899431,-0.985547,-0.982242,-1.027389,-1.012334,0.645174
871,-0.918627,-0.262830,0.313794,-0.668236,-0.119038,-0.631168,-0.716226,-0.885587,-0.248568,-0.746994,0.518165
872,-0.865597,-0.871374,0.512761,-0.756121,-0.079600,-0.782825,-0.780819,-0.887545,-0.369252,-0.766710,0.432047
873,-0.882198,0.053800,-0.321136,-0.808571,0.326664,-0.811689,-0.723331,-0.903246,-0.440857,-0.694551,0.644417
874,-0.919528,-1.354319,0.804827,-0.953137,-0.520907,-0.902010,-1.059010,-0.935490,-1.040718,-0.786264,0.516669
875,-0.867118,-0.315669,0.470246,-0.753570,-0.039108,-0.407885,-0.815428,-0.881000,-0.252886,-0.615923,0.435302
876,-0.888676,-0.350912,-0.899672,-0.864423,0.819271,-0.868694,-0.752896,-0.940703,-0.800586,-0.849518,0.940621
877,-0.844551,-0.404677,0.792510,-0.716376,0.216156,-0.792875,-0.812913,-0.863616,-0.543609,-0.851511,0.650896
878,-0.857594,-0.548463,0.549921,-0.799639,0.668637,-1.062478,-0.836413,-0.935796,-0.746540,-0.907911,0.668346
879,-0.901885,-1.128112,0.577739,-0.856330,-0.617865,-0.837205,-0.975520,-0.978982,-0.901737,-0.917538,0.363985
880,-0.799340,-0.083528,-0.066839,-0.713300,-0.155183,-0.784171,-0.775138,-0.913934,-0.565608,-0.668571,0.448371
881,-0.925234,-1.393432,0.805282,-1.018717,-0.592618,-0.946645,-0.955837,-0.991142,-0.988441,-0.844157,0.671131
882,-0.862397,-0.691244,0.852735,-0.940579,-0.841178,-0.787048,-0.965109,-0.963154,-0.881617,-1.029125,0.825886
883,-0.929697,-0.983342,0.746323,-0.826229,-0.210789,-0.971290,-0.870313,-0.938038,-1.125628,-1.046595,0.597307
884,-0.807067,-0.560652,0.058490,-0.801246,0.020525,-0.658285,-0.815351,-0.958748,-0.461157,-0.615414,0.420675
885,-0.896538,-0.951425,1.202996,-0.867039,-0.200325,-1.049474,-0.925280,-0.923715,-0.488002,-0.804811,0.629787
886,-0.882471,-0.364695,0.909315,-0.701352,0.402445,-0.778327,-0.785624,-0.924131,-0.834322,-0.868731,0.469135
887,-0.894634,-1.307926,0.769791,-0.993290,-0.868272,-0.870779,-0.979546,-1.003129,-1.052234,-0.999387,0.702948
888,-0.868246,-0.493319,0.068332,-0.810048,-0.145684,-0.661391,-0.791298,-0.919721,-0.346188,-0.639620,0.312672
889,-0.941665,-0.188796,0.032842,-0.739066,-0.169444,-0.468589,-0.775443,-0.882463,-0.581080,-0.686754,0.907808
890,-0.683655,-0.595859,0.331272,-0.856031,-0.816155,-0.893970,-0.772641,-0.909030,-0.405529,-0.915225,0.591634
891,-0.871601,-0.327824,-0.009008,-0.841025,0.471937,-0.764352,-0.778556,-0.948750,-0.714333,-0.803203,0.791420
892,-0.851998,-0.612919,-0.882702,-0.791616,0.457151,-0.727281,-0.807545,-0.952141,-0.810744,-0.817356,0.269241
893,-0.894583,-1.162467,0.744479,-0.828945,-0.865829,-0.603904,-0.870260,-0.907047,-0.288972,-0.882196,0.692334
894,-0.915662,-1.289666,0.861905,-0.940416,-0.358803,-0.858583,-0.727084,-1.022429,-0.960358,-0.984895,0.657500
895,-0.910272,-0.187201,0.100223,-0.679709,-0.044227,-0.459124,-0.764270,-0.932693,-0.386526,-0.614180,0.397660
896,-0.926872,-1.563330,1.079581,-0.974787,-0.892996,-0.869948,-1.132307,-0.997158,-1.056109,-1.057015,0.582616
897,-0.804520,-0.580983,0.427884,-0.856695,0.203025,-0.957748,-0.861509,-0.961017,-0.772909,-0.779758,0.711840
898,-0.946347,-1.020438,0.574523,-0.837162,-0.593069,-0.776475,-0.849094,-0.986621,-1.019025,-0.987906,0.593064
899,-0.841327,-0.870757,0.511442,-0.801625,-0.096125,-0.778611,-0.697427,-0.961814,-0.746615,-0.823254,0.685151
900,-0.845503,-0.865731,0.388382,-0.856459,0.252557,-0.712229,-0.775719,-0.881770,-0.646457,-0.724745,0.506044
901,-0.857058,0.590333,-0.269582,-0.698152,-0.019567,-0.590348,-0.708785,-0.842221,-0.210602,-0.595230,0.504955
902,-0.824826,-0.650420,0.881672,-0.773654,-0.810247,-0.575780,-0.766848,-0.942430,-0.493276,-0.774154,0.484705
903,-0.873390,-0.375000,0.244084,-0.760565,-0.343043,-0.305551,-0.733629,-0.913438,-0.323344,-0.699628,0.486932
904,-0.940585,-0.725305,0.870164,-0.900036,0.207342,-0.879569,-0.835098,-0.928133,-0.808195,-0.938702,0.838317
905,-0.855545,-0.130274,0.249716,-0.708400,0.058514,-0.521033,-0.712138,-0.883864,-0.330556,-0.605177,0.519829
906,-0.882471,-0.364695,0.909315,-0.701352,0.402445,-0.778327,-0.785624,-0.924131,-0.834322,-0.868731,0.469135
907,-0.913182,-0.243692,0.720900,-0.864541,0.334339,-0.657110,-0.787798,-0.963780,-0.747496,-0.910325,0.423188
908,-0.826235,-0.690616,0.756330,-0.943467,-0.148022,-0.963783,-0.945333,-1.015684,-0.917108,-0.894779,0.561831
909,-0.956810,-0.486304,0.426647,-0.904239,-0.094641,-0.485630,-0.826748,-0.981636,-0.074300,-0.573653,0.626039
910,-0.875172,-1.130895,0.635425,-0.964314,-0.448474,-0.397348,-0.950672,-0.985823,-0.559969,-1.028216,0.230378
911,-0.936915,-0.817664,0.733609,-0.928898,-0.388297,-0.571229,-1.008752,-0.966498,-0.350766,-0.860170,0.483567
912,-0.880782,-0.641100,0.487436,-0.827185,-0.091006,-0.535562,-0.767717,-0.806471,-0.309259,-0.765567,0.534324
913,-0.919561,-1.292281,0.565111,-0.972906,-0.699221,-0.403238,-0.865140,-1.023707,-1.058500,-0.975854,0.398838
914,-0.895474,-0.359856,-0.198870,-0.850648,0.288148,-0.675759,-0.776018,-0.911275,-0.139899,-0.368654,-0.039341
915,-0.861397,-0.861303,0.624465,-0.713475,-0.119188,-0.727844,-0.892658,-1.004375,-0.795061,-0.837104,0.398375
916,-0.911258,-0.508231,0.711240,-0.568691,-0.505969,-0.415972,-0.777512,-0.920548,-0.354539,-0.684582,0.486308
917,-0.825467,-1.024940,0.801634,-0.948139,-0.584741,-0.954103,-0.993734,-1.011054,-0.926716,-0.907130,0.789579
918,-0.859044,0.326391,-0.139499,-0.831652,0.589001,-0.797000,-0.718949,-0.889717,-0.268410,-0.748371,0.813612
919,-0.853627,-0.247435,0.837116,-0.822179,0.429000,-0.776910,-0.737203,-0.883208,0.134005,-0.645219,0.823628
920,-0.891750,-1.077207,0.855690,-0.948148,-0.451482,-1.002091,-1.073678,-1.017194,-1.029435,-0.999492,0.397403
921,-0.909082,-0.464118,0.078727,-0.881435,0.140335,-0.902559,-0.817972,-0.960354,-0.695034,-0.849262,0.737112
922,-0.951719,-0.575602,0.249797,-0.794853,-0.175878,-0.694622,-0.774023,-0.906286,-0.240068,-0.660696,0.577308
923,-0.929064,-0.686590,0.923249,-0.908430,0.305109,-1.038855,-0.749998,-0.875263,0.027015,-0.841862,0.522451
924,-0.806312,-0.394487,0.364488,-0.879662,-0.178607,-0.772440,-0.825093,-0.899568,-0.541892,-0.763100,0.718310
925,-0.945886,-1.057498,0.573153,-0.816565,-0.273811,-0.687027,-0.782414,-0.900251,-0.822022,-0.896860,0.808590
926,-0.906939,-0.258483,0.722274,-0.862123,0.135660,-0.651914,-0.729069,-0.944997,-0.602840,-0.820657,0.740027
927,-0.908046,-1.547506,1.011809,-0.922680,-0.772562,-0.857260,-1.120218,-1.030262,-0.984819,-0.991458,0.604758
928,-0.861322,-0.529479,0.538566,-0.777053,0.194679,-0.650456,-0.791856,-0.981918,-0.551069,-0.757570,0.769452
929,-0.852784,-1.410001,1.056200,-0.969242,-0.797888,-0.676422,-0.796003,-1.019149,-0.565607,-0.890423,0.473561
930,-0.918569,-0.987565,0.696521,-0.828099,-0.092572,-0.834402,-0.977503,-0.959253,-1.161718,-0.960413,0.771153
931,-0.802421,-0.425470,0.936365,-0.799770,-0.023315,-0.782022,-0.820023,-0.885180,-0.795319,-0.894080,0.483160
932,-0.856443,-0.985874,0.783135,-0.850204,-0.478795,-0.391810,-0.862177,-0.927234,-0.344565,-0.771964,0.104904
933,-0.780325,-0.177773,0.109975,-0.734615,0.308482,-0.612746,-0.764349,-0.924069,-0.327294,-0.687968,0.592638
934,-0.900420,-0.904095,0.542518,-0.781167,-0.558598,-0.680370,-0.789798,-1.012788,-0.381290,-0.735734,0.553148
935,-0.861055,0.697064,-0.307817,-0.701599,0.002541,-0.621857,-0.708027,-0.845278,-0.204640,-0.594502,0.516970
936,-0.897171,0.417697,-0.208192,-0.711984,-0.778096,-0.852585,-0.712775,-0.860497,-0.239948,-0.601254,0.498567
937,-0.864085,-0.440603,0.222606,-0.584845,-0.747481,-0.881450,-0.814016,-0.945330,0.050814,-0.178720,0.739535
938,-0.861438,-0.470060,0.084043,-0.814179,0.687872,-0.728803,-0.796681,-0.937374,-0.763411,-0.780164,0.749339
939,-0.881560,0.305329,-0.710080,-0.771975,-0.448073,-0.669825,-0.722962,-0.887678,-0.507360,-0.727102,0.656149
940,-0.902444,-1.169627,0.781269,-0.892227,-0.432484,-0.698371,-0.839267,-0.849194,-0.942838,-0.930846,0.695941
941,-0.909737,-1.227413,1.113735,-0.933690,-0.180051,-0.603947,-0.943673,-0.996375,-0.985867,-0.956721,0.483471
942,-0.908703,-1.549871,1.027318,-0.971170,-0.363389,-0.906483,-1.029700,-0.970633,-0.931108,-1.009347,0.561602
943,-0.772465,-1.093882,0.619686,-0.867353,-0.466732,-0.472424,-0.847900,-0.915897,-0.608275,-0.807472,0.399638
944,-0.930065,-0.948030,0.596106,-0.842207,-0.620177,-0.860455,-0.819560,-1.008677,-0.697804,-0.851999,0.878333
945,-0.922029,-0.928321,0.871177,-0.938407,-0.221462,-0.885492,-1.015981,-0.913124,-1.207227,-1.010171,0.576513
946,-0.904996,-1.028765,0.094189,-0.865113,0.109020,-0.573145,-0.833796,-0.922077,-0.569414,-0.735523,0.645527
947,-0.886324,-1.136759,1.016755,-0.847880,-0.760486,-0.521825,-0.805071,-0.995389,-0.883663,-0.844028,0.720395
948,-0.881906,-1.028246,0.595028,-0.991607,-0.767565,-1.049962,-0.957812,-0.900959,-0.881021,-1.037624,0.757966
949,-0.937065,-1.363549,1.077753,-0.859464,-0.879792,-0.466590,-0.938983,-0.961900,-1.005914,-0.937770,0.644108
950,-0.871063,-0.653370,0.158467,-0.833241,0.035772,-0.780260,-0.766210,-0.830023,-0.403202,-0.682822,0.736590
951,-0.876850,-1.235040,0.865043,-0.854032,-0.614296,-0.691155,-1.006075,-0.997062,-0.660803,-0.854169,0.591255
952,-0.842164,-0.938960,0.366642,-0.887653,0.069783,-0.876257,-0.898980,-0.987452,-0.313706,-0.949769,0.505937
953,-0.911657,-1.008821,0.859630,-0.875796,-0.043226,-0.765591,-0.798635,-0.969838,-0.958181,-0.910191,0.854770
954,-0.888242,-1.411439,0.686739,-0.922311,-0.602854,-0.703733,-1.078020,-0.994482,-1.075274,-0.954953,0.735172
955,-0.888242,-1.411439,0.686739,-0.922311,-0.602854,-0.703733,-1.078020,-0.994482,-1.075274,-0.954953,0.735172
956,-0.905378,-0.914945,0.572745,-0.800484,-0.235928,-0.628871,-0.823732,-0.923277,-0.650414,-0.773866,0.572409
957,-0.839921,-0.840455,0.488482,-0.731586,0.382335,-0.645672,-0.803412,-0.982566,-0.824400,-0.739825,0.603872
958,-0.913873,-1.104900,0.963974,-1.018647,-0.683458,-0.856943,-0.830977,-0.964299,-0.981266,-0.943940,0.563287
959,-0.817463,-1.038368,1.088987,-0.929572,0.150935,-1.217496,-0.976388,-0.986487,-0.931111,-1.000673,0.778152
960,-0.900513,-0.284481,0.562430,-0.807001,0.458780,-0.799308,-0.799399,-0.904164,-0.491530,-0.666941,0.649247
961,-0.847038,0.858509,0.236284,-0.784112,0.066130,-0.821174,-0.754754,-0.883084,-0.382938,-0.721062,0.540663
962,-0.834871,1.276471,0.167506,-0.718731,-0.069132,-0.665141,-0.728942,-0.898102,-0.234885,-0.669467,0.608995
963,-0.877877,-0.479978,0.784140,-0.744617,0.032796,-0.608239,-0.805027,-0.924955,-0.309659,-0.741635,0.590581
964,-0.868149,-0.820129,0.820321,-0.728385,0.406342,-0.765105,-0.791323,-0.952602,-0.866023,-0.546102,0.780589
965,-0.823244,-0.168468,0.609331,-0.854256,0.190997,-0.699012,-0.743566,-0.890121,0.015213,-0.630289,0.673850
966,-0.902520,0.161903,-0.021822,-0.854424,0.485976,-0.901400,-0.722031,-0.917099,-0.878784,-0.890520,0.842191
967,-0.914633,-1.159584,0.776619,-0.814742,-0.894534,-0.882079,-0.965690,-1.026908,-0.934764,-0.899792,0.573721
968,-0.833183,-0.412221,-0.061543,-0.787375,-0.159397,-0.343841,-0.797612,-0.991030,-0.488629,-0.740390,0.328282
969,-0.868473,-0.643606,0.779803,-0.893396,0.283084,-0.799874,-0.818516,-0.938259,-0.370825,-0.904721,0.719599
970,-0.886224,-1.175094,0.848098,-0.931572,-0.758058,-1.010080,-1.039761,-0.870690,-0.900200,-0.963015,0.750907
971,-0.936523,-1.147032,0.822546,-0.877889,-0.711936,-0.738914,-0.906766,-0.854506,-0.828428,-0.994009,0.713638
972,-0.927441,-0.838997,-0.285641,-0.890186,-0.215740,-0.864450,-0.785033,-0.968380,-1.027102,-0.730500,0.893844
