,task1,task2,task3,task4,task5,task6,task7,task8,task9,task10,task11
1400,0.028516,0.031153,0.415509,0.009009,0.264095,0.035913,0.000268,0.000496,0.015842,0.139229,0.634151
1401,0.028910,0.030703,0.307071,0.947459,0.996871,0.055417,0.000005,0.000590,0.061556,0.026046,0.663990
1402,0.027546,0.040249,0.297857,0.007972,0.009442,0.386739,0.000000,0.000714,0.000637,0.832005,0.603698
1403,0.029060,0.029870,0.504393,0.011367,0.950190,0.009446,0.000001,0.000572,0.011790,0.114731,0.649668
1404,0.029060,0.029870,0.480118,0.050059,0.022832,0.070059,0.000005,0.000421,0.002050,0.004501,0.794795
1405,0.026993,0.038273,0.167769,0.000002,0.061095,0.014680,0.000005,0.000503,0.069313,0.466161,0.552541
1406,0.025280,0.053085,0.232538,0.070353,0.774253,0.009419,0.000001,0.000684,0.015716,0.369662,0.653579
1407,0.023817,0.060956,0.100667,0.342641,0.437546,0.109912,0.000002,0.001112,0.712677,0.000142,0.645226
1408,0.036097,0.017872,0.771229,0.059274,0.967017,0.015333,0.000007,0.000312,0.000867,0.003987,0.651800
1409,0.043144,0.012084,0.874068,0.000937,0.968015,0.220252,0.000185,0.000243,0.000168,0.001695,0.590831
1410,0.029060,0.029870,0.397620,0.030617,0.979523,0.001658,0.000000,0.000572,0.015056,0.062642,0.649668
1411,0.027058,0.039140,0.483302,0.080566,0.281794,0.566979,0.000015,0.000881,0.170583,0.682861,0.539313
1412,0.027545,0.035947,0.038477,0.000710,0.928596,0.053531,0.000002,0.000553,0.078926,0.002977,0.660103
1413,0.026033,0.040199,0.208196,0.036705,0.263091,0.690788,0.000010,0.000599,0.017763,0.782436,0.677893
1414,0.026067,0.043521,0.314461,0.031159,0.887926,0.140946,0.000000,0.000566,0.001200,0.020972,0.741359
1415,0.030768,0.025615,0.339054,0.003884,0.010145,0.020521,0.000144,0.000458,0.009229,0.039864,0.641678
1416,0.025280,0.048430,0.280607,0.051165,0.873781,0.031952,0.000007,0.000838,0.003437,0.021826,0.537442
1417,0.031779,0.023607,0.590465,0.003403,0.798423,0.078361,0.000076,0.000390,0.057169,0.004432,0.624981
1418,0.024063,0.058447,0.267056,0.604895,0.313157,0.008246,0.000000,0.001037,0.008945,0.238977,0.501760
1419,0.027546,0.036488,0.821467,0.010914,0.954483,0.000612,0.000000,0.000635,0.000403,0.000669,0.627353
1420,0.038911,0.014900,0.655534,0.000176,0.246767,0.098001,0.000021,0.000294,0.001055,0.006024,0.610993
1421,0.034686,0.019569,0.618828,0.256255,0.123577,0.095790,0.000009,0.000416,0.000021,0.000173,0.577178
1422,0.020384,0.120752,0.102384,0.672116,0.368456,0.036559,0.000000,0.013305,0.008777,0.507335,0.792833
1423,0.039789,0.014173,0.746944,0.000246,0.456640,0.008093,0.000007,0.000251,0.003101,0.000737,0.566431
1424,0.038911,0.014900,0.767137,0.021750,0.305993,0.112358,0.000754,0.000274,0.002140,0.784128,0.575810
1425,0.044368,0.011445,0.873647,0.001123,0.148516,0.180586,0.000299,0.000201,0.003531,0.003100,0.579243
1426,0.032173,0.032591,0.426743,0.000448,0.062765,0.004835,0.000002,0.000340,0.002634,0.057788,0.510575
1427,0.024063,0.055161,0.188711,0.003159,0.816176,0.166566,0.000000,0.001096,0.000447,0.000001,0.647848
1428,0.027203,0.035812,0.499348,0.044328,0.309811,0.077085,0.001710,0.000505,0.001308,0.000067,0.643703
1429,0.025601,0.045025,0.177059,0.010879,0.292488,0.025392,0.000021,0.000755,0.071268,0.035443,0.822427
1430,0.050191,0.009124,0.925690,0.001758,0.339973,0.043171,0.001350,0.000165,0.000232,0.002553,0.569385
1431,0.029680,0.028545,0.223693,0.000103,0.063453,0.009712,0.000007,0.000413,0.086947,0.005535,0.648309
1432,0.026030,0.042511,0.050264,0.001019,0.757766,0.084501,0.000005,0.000694,0.015351,0.334849,0.637602
1433,0.028152,0.033659,0.380429,0.029035,0.089534,0.030011,0.000076,0.000947,0.026867,0.009377,0.670476
1434,0.035570,0.018108,0.892587,0.001181,0.459253,0.100676,0.000015,0.000360,0.001747,0.000000,0.709939
1435,0.026516,0.041120,0.946950,0.179111,0.874379,0.007596,0.000006,0.001144,0.009605,0.000071,0.477536
1436,0.027058,0.038316,0.236537,0.062041,0.785195,0.013649,0.000000,0.000753,0.000620,0.461922,0.601581
1437,0.026033,0.043095,0.321676,0.000148,0.067827,0.002038,0.000000,0.000847,0.000047,0.000043,0.738218
1438,0.028139,0.034233,0.848063,0.253578,0.280146,0.007470,0.000003,0.000689,0.506820,0.003128,0.668580
1439,0.025601,0.045025,0.129480,0.000042,0.021486,0.013113,0.000003,0.000828,0.007041,0.006932,0.677080
1440,0.024619,0.053403,0.132576,0.000009,0.045562,0.017040,0.000007,0.001201,0.019820,0.220130,0.606941
1441,0.025614,0.045577,0.246712,0.725985,0.993931,0.293853,0.000000,0.000709,0.007552,0.000014,0.728984
1442,0.029563,0.029273,0.360159,0.003551,0.001337,0.028425,0.000034,0.000472,0.059582,0.699147,0.698969
1443,0.030535,0.026449,0.299440,0.001717,0.054308,0.131747,0.001250,0.000513,0.002005,0.000486,0.652539
1444,0.026644,0.038280,0.549017,0.000000,0.008998,0.295510,0.000000,0.000619,0.000010,0.000231,0.600058
1445,0.032295,0.023218,0.599908,0.001967,0.008042,0.223584,0.000647,0.000404,0.000019,0.004712,0.528301
1446,0.026491,0.035586,0.959510,0.000099,0.524337,0.004084,0.000001,0.000743,0.103416,0.885998,0.721463
1447,0.023949,0.058037,0.029154,0.001505,0.051345,0.035371,0.001055,0.001041,0.024702,0.000019,0.684321
1448,0.027008,0.038781,0.718874,0.001747,0.086432,0.169569,0.000001,0.000637,0.000245,0.000160,0.673897
1449,0.032549,0.022492,0.446189,0.001214,0.520151,0.103693,0.000014,0.000381,0.452095,0.001444,0.590270
1450,0.024619,0.050235,0.136139,0.052934,0.527517,0.019316,0.000057,0.001205,0.173952,0.051359,0.721538
1451,0.028213,0.032946,0.573928,0.000517,0.317779,0.004372,0.000000,0.000542,0.009476,0.003648,0.626627
1452,0.031779,0.023607,0.829822,0.005297,0.122490,0.103482,0.000092,0.000411,0.023956,0.000022,0.423255
1453,0.024203,0.054821,0.264423,0.071953,0.233442,0.127966,0.000007,0.000759,0.831246,0.000168,0.693585
1454,0.027674,0.034410,0.700881,0.007454,0.395342,0.010914,0.000090,0.000617,0.002082,0.000008,0.542608
1455,0.037140,0.016458,0.699203,0.000070,0.006671,0.208679,0.000010,0.000252,0.003454,0.000006,0.608105
1456,0.020420,0.121575,0.024519,0.000895,0.863952,0.021877,0.000000,0.001633,0.043624,0.581500,0.731559
1457,0.030535,0.026449,0.260649,0.007325,0.292826,0.011507,0.000086,0.000725,0.004772,0.010453,0.684613
1458,0.023747,0.060929,0.030000,0.723708,0.832821,0.016068,0.000034,0.001012,0.019824,0.319645,0.705872
1459,0.023676,0.061628,0.285065,0.219475,0.444224,0.133264,0.000000,0.001363,0.134370,0.062798,0.628034
1460,0.038911,0.014900,0.973207,0.000879,0.185413,0.021167,0.000131,0.000289,0.001589,0.214355,0.468078
1461,0.022348,0.081064,0.174679,0.000070,0.036243,0.018533,0.000119,0.001283,0.105899,0.518744,0.735187
1462,0.025614,0.045577,0.159676,0.138186,0.094270,0.057726,0.000014,0.000841,0.000021,0.003296,0.706391
1463,0.029680,0.028545,0.468984,0.011292,0.348624,0.008995,0.000006,0.000511,0.209540,0.024713,0.714145
1464,0.022254,0.084089,0.064200,0.000107,0.019708,0.139432,0.000000,0.001343,0.113337,0.013728,0.675305
1465,0.024884,0.055464,0.291010,0.000711,0.020831,0.630470,0.000000,0.000861,0.000292,0.139658,0.581490
1466,0.029867,0.027709,0.303520,0.013767,0.047137,0.231177,0.001297,0.000454,0.052754,0.847245,0.628792
1467,0.036097,0.017872,0.332425,0.000474,0.911075,0.092642,0.000011,0.000326,0.007638,0.002538,0.557376
1468,0.025280,0.048430,0.796126,0.558098,0.630528,0.079319,0.000315,0.000863,0.000366,0.001351,0.554327
1469,0.041942,0.019184,0.987261,0.000189,0.170332,0.031507,0.000032,0.000237,0.001900,0.000116,0.499874
1470,0.028330,0.032105,0.379600,0.000002,0.315675,0.077606,0.000003,0.000713,0.356647,0.000756,0.450136
1471,0.024063,0.058447,0.114456,0.000338,0.079972,0.146217,0.000000,0.000960,0.757629,0.361387,0.608786
1472,0.026062,0.041749,0.679120,0.000004,0.070797,0.168823,0.000001,0.000619,0.000032,0.000763,0.674159
1473,0.024267,0.055756,0.413013,0.593199,0.857700,0.014972,0.000007,0.001361,0.001793,0.313872,0.699176
1474,0.028152,0.033659,0.055711,0.000000,0.998593,0.046402,0.000003,0.000455,0.092883,0.114552,0.695924
1475,0.037140,0.016458,0.931891,0.002367,0.148123,0.053104,0.000071,0.000243,0.012154,0.007718,0.598575
1476,0.026033,0.043095,0.080120,0.182432,0.279837,0.021830,0.000065,0.000778,0.012738,0.604333,0.619321
1477,0.023676,0.063294,0.526041,0.000317,0.720422,0.180349,0.000000,0.001305,0.027335,0.196674,0.690386
1478,0.050191,0.009124,0.898954,0.000298,0.019073,0.043171,0.000027,0.000156,0.000681,0.000212,0.598255
1479,0.026491,0.040651,0.226361,0.022458,0.880292,0.355587,0.000002,0.000813,0.022460,0.000006,0.533161
1480,0.043144,0.012084,0.867592,0.000039,0.050934,0.262788,0.000578,0.000230,0.150520,0.000519,0.552637
1481,0.024935,0.050905,0.179366,0.472916,0.932967,0.135531,0.000001,0.000862,0.201880,0.004265,0.650050
1482,0.023374,0.059480,0.016380,0.008510,0.891228,0.040754,0.000044,0.001018,0.000859,0.035211,0.583367
1483,0.020335,0.125732,0.032368,0.003863,0.603744,0.004608,0.000000,0.001658,0.412899,0.904290,0.732592
1484,0.032295,0.023218,0.314871,0.000038,0.159208,0.027999,0.000347,0.000500,0.049327,0.109263,0.638211
1485,0.023357,0.067776,0.127302,0.468040,0.976310,0.192212,0.000001,0.000829,0.009508,0.083159,0.761937
1486,0.039789,0.014173,0.877621,0.000016,0.112698,0.025667,0.000006,0.000213,0.003594,0.004145,0.507332
1487,0.025234,0.048105,0.090430,0.000033,0.901850,0.003143,0.000081,0.000772,0.004777,0.466677,0.720225
1488,0.037885,0.015689,0.728716,0.003235,0.074024,0.091080,0.000394,0.000265,0.002582,0.000206,0.594402
1489,0.034167,0.019849,0.527855,0.001855,0.502698,0.215984,0.000063,0.000343,0.007965,0.016894,0.608673
1490,0.031288,0.025163,0.620124,0.002357,0.010582,0.017375,0.000003,0.000545,0.113205,0.000735,0.618241
1491,0.036555,0.017188,0.512293,0.001926,0.185368,0.209867,0.000019,0.000293,0.238432,0.007548,0.510008
1492,0.040904,0.013443,0.689963,0.000011,0.038916,0.070186,0.000050,0.000198,0.204046,0.038358,0.419023
1493,0.032549,0.022492,0.584859,0.000133,0.167260,0.159615,0.002668,0.000452,0.000029,0.000707,0.693143
1494,0.029060,0.029870,0.543062,0.001335,0.164891,0.020925,0.000001,0.000559,0.000028,0.052221,0.503899
1495,0.025234,0.048105,0.255744,0.050948,0.997747,0.000395,0.000002,0.000905,0.000079,0.004136,0.751321
1496,0.023071,0.070699,0.067229,0.201101,0.316422,0.039427,0.000000,0.000993,0.915008,0.759517,0.648188
1497,0.023676,0.063294,0.142229,0.002796,0.999581,0.069314,0.000000,0.001365,0.000053,0.362389,0.672452
1498,0.057421,0.007192,0.970128,0.000263,0.109313,0.077524,0.000217,0.000136,0.000613,0.000383,0.559898
1499,0.040077,0.014112,0.897656,0.006569,0.256376,0.294591,0.004597,0.000260,0.014780,0.000029,0.592453
1500,0.037140,0.016458,0.643454,0.006689,0.936397,0.128253,0.000074,0.000258,0.001629,0.002184,0.709052
1501,0.026491,0.044976,0.290228,0.000003,0.014920,0.003096,0.000048,0.000725,0.003051,0.000136,0.728259
1502,0.034167,0.019849,0.714675,0.000022,0.369029,0.008233,0.000009,0.000351,0.000004,0.006093,0.518705
1503,0.031098,0.024689,0.557691,0.000598,0.562186,0.036467,0.000042,0.000366,0.002985,0.077636,0.694765
1504,0.028139,0.034233,0.151505,0.000036,0.954872,0.053420,0.000017,0.000695,0.002191,0.000157,0.605619
1505,0.020650,0.123272,0.097555,0.000133,0.008278,0.182626,0.000001,0.001592,0.005367,0.072722,0.514224
1506,0.024226,0.055396,0.137898,0.000060,0.167803,0.002799,0.000010,0.000733,0.001073,0.665335,0.638594
1507,0.025729,0.045223,0.155438,0.002145,0.044831,0.011938,0.000001,0.000896,0.018202,0.966351,0.570050
1508,0.024063,0.058447,0.623464,0.000014,0.908619,0.000596,0.000066,0.001270,0.016499,0.000073,0.747647
1509,0.034167,0.019849,0.690236,0.000294,0.603008,0.021413,0.000026,0.000312,0.155413,0.000727,0.515176
1510,0.027545,0.035947,0.453724,0.000023,0.519228,0.017221,0.000001,0.000694,0.009579,0.062028,0.649947
1511,0.031487,0.024431,0.407114,0.000084,0.996723,0.019943,0.001727,0.000454,0.003049,0.001111,0.495038
1512,0.044368,0.011445,0.870379,0.000144,0.018967,0.041059,0.000005,0.000217,0.004103,0.000502,0.558786
1513,0.026993,0.038273,0.210715,0.288743,0.965286,0.001158,0.000030,0.000747,0.005704,0.029511,0.711162
1514,0.031487,0.027948,0.278966,0.003634,0.806202,0.902682,0.000003,0.000376,0.001898,0.059489,0.733336
1515,0.050191,0.009124,0.923010,0.000047,0.300425,0.007771,0.000062,0.000168,0.000843,0.000027,0.569385
1516,0.023357,0.074921,0.202340,0.002966,0.880132,0.008853,0.000029,0.000931,0.000033,0.000641,0.631243
1517,0.032908,0.021683,0.851441,0.029278,0.107430,0.172497,0.000002,0.000370,0.090866,0.000804,0.705773
1518,0.033426,0.021348,0.745393,0.000039,0.942968,0.233066,0.000007,0.000367,0.364999,0.169407,0.653626
1519,0.025614,0.045577,0.242199,0.000160,0.143799,0.157325,0.000452,0.000821,0.001198,0.003802,0.595973
1520,0.031487,0.024431,0.683322,0.008953,0.933043,0.069023,0.000001,0.000328,0.001802,0.000137,0.615609
1521,0.024935,0.063442,0.634825,0.271148,0.018691,0.010883,0.000000,0.001006,0.032655,0.301969,0.732728
1522,0.029680,0.028545,0.175016,0.000311,0.023106,0.620074,0.002759,0.000424,0.000174,0.007708,0.528552
1523,0.025210,0.064058,0.400042,0.000119,0.120074,0.260856,0.000000,0.000489,0.002188,0.203561,0.819044
1524,0.025463,0.048601,0.353193,0.061111,0.022725,0.481318,0.000000,0.001064,0.840763,0.709207,0.628957
1525,0.029060,0.029870,0.481404,0.000378,0.672745,0.132647,0.000001,0.000496,0.000571,0.000005,0.767811
1526,0.040904,0.013443,0.880743,0.001175,0.349713,0.070186,0.000237,0.000245,0.001141,0.004487,0.733249
1527,0.027545,0.035947,0.252355,0.000069,0.772370,0.023658,0.000004,0.000668,0.137148,0.372407,0.719848
1528,0.040904,0.013443,0.991412,0.009240,0.033386,0.052353,0.000012,0.000250,0.002914,0.140305,0.438324
1529,0.050191,0.009124,0.947139,0.001054,0.088716,0.073222,0.000083,0.000166,0.000237,0.000139,0.569385
1530,0.044368,0.011445,0.942731,0.001123,0.050246,0.041059,0.000072,0.000201,0.003310,0.000087,0.597436
1531,0.030381,0.027182,0.399218,0.009917,0.950149,0.015338,0.000216,0.000475,0.001436,0.890609,0.789993
1532,0.029680,0.028545,0.494366,0.029668,0.897028,0.007782,0.000006,0.000518,0.013626,0.000205,0.741174
1533,0.029060,0.029870,0.112392,0.006837,0.380331,0.124784,0.000119,0.000490,0.050909,0.001408,0.601454
1534,0.025280,0.048430,0.529712,0.022961,0.257250,0.214361,0.000003,0.000828,0.007188,0.077190,0.634236
1535,0.024416,0.055912,0.420454,0.000726,0.164438,0.004007,0.000006,0.000958,0.000009,0.425576,0.726795
1536,0.026067,0.043521,0.781383,0.000240,0.283869,0.293223,0.000003,0.000671,0.000138,0.000014,0.430689
1537,0.025210,0.047597,0.554802,0.473185,0.463119,0.003108,0.000000,0.000631,0.002173,0.002193,0.664516
1538,0.027586,0.035254,0.559554,0.013455,0.471197,0.154895,0.000044,0.000568,0.000261,0.000031,0.532929
1539,0.038911,0.015358,0.959984,0.006286,0.119903,0.046221,0.000007,0.000359,0.008560,0.012361,0.617810
1540,0.023301,0.066104,0.489220,0.000801,0.748786,0.021027,0.000000,0.007552,0.009104,0.860955,0.658055
1541,0.023037,0.068634,0.508661,0.000026,0.449776,0.026041,0.000000,0.001002,0.000154,0.659095,0.769116
1542,0.050191,0.009124,0.860146,0.000016,0.018626,0.073940,0.000014,0.000144,0.001295,0.000003,0.617072
1543,0.035570,0.018108,0.494130,0.000486,0.816429,0.092855,0.000294,0.000336,0.000155,0.000332,0.603628
1544,0.050191,0.009124,0.651540,0.008185,0.729445,0.013134,0.000147,0.000172,0.000502,0.000133,0.569385
1545,0.038911,0.015358,0.790459,0.000157,0.759381,0.003798,0.000004,0.000320,0.000027,0.001149,0.450273
1546,0.031487,0.027948,0.268080,0.000090,0.051826,0.642429,0.000001,0.000363,0.004381,0.209647,0.556727
1547,0.024647,0.055491,0.356033,0.001232,0.016698,0.048915,0.000004,0.001552,0.010445,0.858186,0.647888
1548,0.022848,0.071307,0.044544,0.003654,0.152336,0.102320,0.000000,0.000927,0.003198,0.739633,0.632730
1549,0.036197,0.017302,0.820550,0.002630,0.080599,0.013302,0.000015,0.000239,0.000582,0.086617,0.544820
1550,0.020932,0.092191,0.012922,0.055150,0.990077,0.233888,0.000000,0.001492,0.073308,0.002634,0.791364
1551,0.032908,0.021683,0.959505,0.006175,0.112558,0.590062,0.000034,0.000382,0.000007,0.000798,0.646494
1552,0.030768,0.025615,0.090648,0.000004,0.188922,0.070546,0.000053,0.000397,0.889160,0.026749,0.472766
1553,0.030535,0.026449,0.566062,0.007681,0.763894,0.037823,0.000034,0.000518,0.053614,0.072117,0.481842
1554,0.026993,0.035571,0.246974,0.012536,0.169974,0.777048,0.000013,0.000560,0.005576,0.049894,0.594847
1555,0.039789,0.014173,0.739806,0.000787,0.020893,0.039389,0.000013,0.000190,0.000368,0.007347,0.616148
1556,0.024935,0.050905,0.421588,0.439246,0.040895,0.059565,0.000211,0.000944,0.001452,0.102472,0.737782
1557,0.024512,0.052150,0.045171,0.032681,0.538814,0.053835,0.000068,0.000784,0.115741,0.005259,0.651700
1558,0.024267,0.055756,0.264451,0.044622,0.569968,0.052819,0.000000,0.000866,0.068033,0.262641,0.567014
1559,0.040904,0.013443,0.839386,0.004682,0.883617,0.215860,0.000061,0.000250,0.140571,0.000005,0.489370
1560,0.021472,0.098308,0.158790,0.026365,0.582586,0.030210,0.000000,0.001319,0.140967,0.025408,0.647914
1561,0.026491,0.040651,0.188408,0.001965,0.268798,0.034931,0.000000,0.000616,0.032393,0.000622,0.716349
1562,0.021206,0.099242,0.056361,0.000536,0.470587,0.141582,0.000000,0.001505,0.644838,0.000008,0.683788
1563,0.027674,0.034410,0.437884,0.000076,0.094835,0.083708,0.000000,0.000758,0.003183,0.066319,0.657762
1564,0.022352,0.079245,0.075280,0.000738,0.477555,0.158820,0.000670,0.000905,0.372528,0.476472,0.711953
1565,0.036197,0.014528,0.703325,0.000878,0.190145,0.038101,0.000181,0.000247,0.000838,0.005113,0.727054
1566,0.026491,0.040651,0.373130,0.000838,0.053834,0.463492,0.000093,0.000795,0.002925,0.012300,0.659599
1567,0.025234,0.048105,0.091506,0.004495,0.373125,0.034247,0.000004,0.000764,0.010050,0.000857,0.556211
1568,0.050191,0.009124,0.799706,0.001054,0.725073,0.164691,0.001146,0.000142,0.000224,0.000070,0.566788
1569,0.038211,0.015604,0.839549,0.000035,0.608527,0.010462,0.000016,0.000312,0.001078,0.053945,0.527145
1570,0.039789,0.014173,0.914914,0.001006,0.075875,0.039389,0.000012,0.000243,0.005555,0.000438,0.536028
1571,0.024884,0.050634,0.163668,0.113846,0.999815,0.000344,0.000002,0.000870,0.076245,0.049571,0.716485
1572,0.040904,0.013443,0.915984,0.003261,0.540262,0.034745,0.000008,0.000264,0.001424,0.000466,0.588296
1573,0.033740,0.020634,0.512220,0.000461,0.037663,0.115968,0.000008,0.000429,0.005954,0.006155,0.650265
1574,0.030535,0.026449,0.368302,0.000068,0.862317,0.140608,0.000044,0.000602,0.004044,0.068692,0.725578
1575,0.028910,0.030703,0.228698,0.000025,0.635086,0.012846,0.000006,0.000411,0.004006,0.046839,0.731366
1576,0.022729,0.075579,0.019629,0.116104,0.142597,0.776434,0.000000,0.001474,0.003606,0.005351,0.560885
1577,0.050191,0.009124,0.947139,0.001186,0.062986,0.043171,0.000221,0.000166,0.000139,0.000001,0.587890
1578,0.024619,0.050235,0.172383,0.003271,0.563830,0.547338,0.000000,0.001009,0.004834,0.000001,0.623836
1579,0.024267,0.073891,0.176920,0.000001,0.298292,0.210444,0.000001,0.000819,0.004531,0.001849,0.412516
1580,0.036555,0.017188,0.802095,0.000234,0.061318,0.292732,0.000035,0.000376,0.009423,0.481567,0.559441
1581,0.025234,0.048105,0.154166,0.001144,0.980417,0.008638,0.000012,0.000888,0.027725,0.000401,0.676710
1582,0.029680,0.028545,0.275661,0.200130,0.117457,0.568135,0.000000,0.000519,0.022562,0.000036,0.644691
1583,0.027545,0.039954,0.096968,0.000084,0.066971,0.138990,0.000024,0.000624,0.073704,0.054036,0.831572
1584,0.041942,0.012761,0.788424,0.001974,0.416370,0.177253,0.000024,0.000184,0.001307,0.000170,0.723539
1585,0.027546,0.036488,0.617269,0.056644,0.153695,0.071824,0.000000,0.000632,0.000941,0.809209,0.512532
1586,0.025280,0.048430,0.385920,0.000021,0.488791,0.002434,0.000003,0.000869,0.043149,0.098981,0.733314
1587,0.050191,0.009124,0.479726,0.000862,0.526128,0.164691,0.000100,0.000166,0.000102,0.015012,0.500511
1588,0.025280,0.048430,0.114946,0.477388,0.002022,0.027135,0.000001,0.000860,0.000698,0.157733,0.733836
1589,0.047102,0.010235,0.902541,0.000550,0.215214,0.190983,0.000288,0.000186,0.003295,0.001821,0.574236
1590,0.028823,0.031427,0.842604,0.000039,0.471999,0.024706,0.000001,0.000581,0.309995,0.000558,0.652639
1591,0.050191,0.009124,0.947139,0.000876,0.327299,0.071750,0.000065,0.000175,0.000843,0.000025,0.569385
1592,0.032549,0.022492,0.665975,0.000449,0.993615,0.028399,0.000017,0.000485,0.001137,0.000256,0.503708
1593,0.024416,0.055912,0.202808,0.173996,0.012700,0.167877,0.000006,0.001092,0.001779,0.003409,0.650324
1594,0.026138,0.040802,0.490344,0.000005,0.054753,0.000741,0.000002,0.000541,0.299298,0.020871,0.546526
1595,0.025280,0.048430,0.595344,0.678829,0.786065,0.200624,0.000000,0.000646,0.074560,0.115771,0.551802
1596,0.025656,0.045958,0.200800,0.000277,0.006447,0.044983,0.000000,0.000769,0.002180,0.000826,0.697075
1597,0.023997,0.058352,0.156702,0.153987,0.897820,0.041573,0.000073,0.001032,0.001325,0.003922,0.706889
1598,0.024063,0.058447,0.129793,0.029503,0.867812,0.150665,0.000000,0.000992,0.903240,0.280952,0.619916
1599,0.038911,0.014900,0.799007,0.000029,0.047554,0.068581,0.002393,0.000288,0.062987,0.005459,0.593454
1600,0.040904,0.013443,0.923829,0.000430,0.544731,0.013252,0.000009,0.000209,0.138310,0.011114,0.378667
1601,0.038911,0.014900,0.649881,0.004176,0.320813,0.103419,0.000012,0.000282,0.053586,0.016753,0.593454
1602,0.043144,0.010028,0.908191,0.000459,0.765769,0.007964,0.004571,0.000243,0.005819,0.000218,0.583209
1603,0.025358,0.048586,0.152535,0.000737,0.536702,0.010133,0.000351,0.001223,0.097117,0.000215,0.714703
1604,0.028910,0.030703,0.315284,0.003403,0.989079,0.006182,0.000001,0.000498,0.005589,0.028154,0.553947
1605,0.030299,0.024347,0.369033,0.005598,0.028710,0.001706,0.000001,0.000450,0.036724,0.022845,0.556036
1606,0.025656,0.045958,0.036994,0.157783,0.989440,0.001520,0.000000,0.000835,0.011237,0.006138,0.644472
1607,0.037140,0.016458,0.753729,0.005632,0.329712,0.028717,0.002519,0.000307,0.006420,0.018776,0.598575
1608,0.023997,0.052320,0.122794,0.244373,0.991707,0.000063,0.000000,0.000952,0.000883,0.059742,0.645383
1609,0.023817,0.051949,0.031604,0.000002,0.987500,0.000624,0.000003,0.001074,0.000129,0.162106,0.669783
1610,0.024935,0.050905,0.218001,0.516014,0.891601,0.038575,0.000000,0.000747,0.002778,0.012554,0.761593
1611,0.034167,0.019849,0.714675,0.001988,0.364619,0.007178,0.000070,0.000336,0.407545,0.147938,0.608673
1612,0.038911,0.014900,0.716743,0.010266,0.118430,0.240157,0.000000,0.000274,0.003033,0.001998,0.298742
1613,0.024329,0.055919,0.447406,0.000306,0.000473,0.429872,0.000000,0.000975,0.002093,0.000037,0.518032
1614,0.040077,0.014112,0.556860,0.001481,0.800629,0.084463,0.000050,0.000277,0.063959,0.008486,0.592453
1615,0.028213,0.028552,0.639839,0.000227,0.834206,0.104527,0.000029,0.000675,0.007211,0.078831,0.551655
1616,0.027546,0.036488,0.253689,0.000067,0.830928,0.127812,0.000001,0.000632,0.080407,0.101708,0.630413
1617,0.027083,0.036795,0.414038,0.000829,0.642907,0.010726,0.000128,0.000448,0.062324,0.000515,0.647924
1618,0.025656,0.050449,0.564574,0.259696,0.054434,0.104415,0.000008,0.000926,0.000077,0.273643,0.796432
1619,0.025280,0.048430,0.859358,0.020008,0.086261,0.062023,0.000001,0.000829,0.017413,0.877307,0.732043
1620,0.050191,0.009124,0.947139,0.000819,0.344991,0.043171,0.000032,0.000172,0.003503,0.000398,0.587890
1621,0.024853,0.050182,0.704329,0.004641,0.874347,0.012454,0.000101,0.000757,0.000134,0.018980,0.515792
1622,0.025656,0.045958,0.600805,0.015524,0.208728,0.091758,0.000031,0.000823,0.000620,0.219514,0.656638
1623,0.037140,0.016458,0.931890,0.000035,0.369191,0.025487,0.000072,0.000209,0.150285,0.014141,0.598575
1624,0.024848,0.066449,0.175695,0.000005,0.197043,0.008596,0.000000,0.000658,0.002484,0.001282,0.744130
1625,0.022082,0.092387,0.110880,0.007977,0.851183,0.091438,0.000000,0.001254,0.000054,0.718172,0.512594
1626,0.030381,0.027182,0.326262,0.002609,0.221342,0.148428,0.000004,0.000669,0.000132,0.000472,0.514740
1627,0.031098,0.024689,0.557691,0.000140,0.852682,0.007835,0.000176,0.000362,0.097117,0.013454,0.532839
1628,0.022131,0.086320,0.044754,0.001709,0.667556,0.112305,0.000001,0.001163,0.265862,0.144908,0.802617
1629,0.034167,0.019849,0.498456,0.046131,0.119227,0.045732,0.000275,0.000314,0.010485,0.247026,0.732319
1630,0.034167,0.019849,0.053500,0.021927,0.873585,0.007981,0.000063,0.000288,0.158165,0.053454,0.535412
1631,0.024329,0.055919,0.011507,0.006620,0.309062,0.134689,0.000007,0.000843,0.022927,0.005064,0.607633
1632,0.044368,0.011445,0.720363,0.002679,0.430928,0.082953,0.000014,0.000201,0.005797,0.008954,0.593055
1633,0.032295,0.023218,0.875668,0.003161,0.978756,0.017121,0.000010,0.000360,0.076581,0.397125,0.555667
1634,0.022348,0.081064,0.094444,0.000042,0.326214,0.016609,0.000011,0.001308,0.284599,0.045806,0.697695
1635,0.032173,0.022703,0.739760,0.002613,0.268956,0.144442,0.006112,0.000370,0.000224,0.089897,0.653532
1636,0.042154,0.012717,0.874385,0.005793,0.504800,0.041737,0.000410,0.000265,0.001219,0.006316,0.587269
1637,0.026491,0.040651,0.160188,0.047914,0.296089,0.021577,0.000000,0.000760,0.002880,0.012303,0.641484
1638,0.023516,0.063501,0.046087,0.000012,0.022523,0.229055,0.000002,0.001075,0.024408,0.613424,0.722158
1639,0.047102,0.010235,0.889260,0.001511,0.012097,0.038226,0.000125,0.000183,0.001217,0.000607,0.471709
