,task1,task2,task3,task4,task5,task6,task7,task8,task9,task10,task11
1327,-0.973455,-0.577028,0.606665,-0.633101,-0.628537,-0.587165,-0.813651,-0.895714,-0.290725,-0.756493,0.317730
1328,-0.897738,-0.796960,0.732720,-0.423214,-0.628512,-0.618017,-0.782034,-0.892753,-0.348545,-0.610565,0.315683
1329,-0.574506,-0.392436,0.692982,-0.533839,-0.628305,-0.786101,-0.764410,-0.898095,-0.705244,-0.824772,0.301026
1330,-1.009377,-0.303852,0.290134,-0.434433,-0.628422,-0.819190,-0.811278,-0.896769,-0.677499,0.096900,0.325280
1331,-0.686069,-1.183039,0.759333,-0.798484,-0.628532,-0.856498,-0.837464,-0.901829,-0.704802,-0.931895,0.267741
1332,-0.333339,-0.408586,0.869698,-0.456441,-0.628096,-0.754492,-0.727187,-0.899418,-0.360153,-0.537754,0.324746
1333,-1.043000,-0.847188,0.782296,-0.878800,-0.628533,-0.576847,-0.877970,-0.901258,-0.814556,-0.718503,0.295594
1334,-1.081734,-0.777590,0.174766,-0.602318,-0.628495,-0.682747,-0.831196,-0.904802,0.462810,-0.681728,0.269546
1335,-0.838735,-0.885549,0.790246,-0.832634,-0.628523,-0.629676,-0.838658,-0.901801,-0.743795,-0.852545,0.313733
1336,-0.739154,-1.348401,0.427225,-0.875493,-0.628527,-0.529225,-0.809239,-0.901901,-0.010703,-0.837571,0.265574
1337,-0.825789,-1.428815,0.753902,-0.954083,-0.628545,-0.609174,-0.837388,-0.901907,-0.835694,-0.781145,0.022256
1338,-0.882830,-1.587913,0.835652,-0.822636,-0.628546,-0.852343,-0.879953,-0.902038,-0.893363,-0.896226,0.096386
1339,-0.726095,-1.286419,0.497928,-0.777996,-0.628538,-0.571820,-0.847815,-0.900626,-0.490007,-0.799208,0.218032
1340,-0.712436,-1.078254,0.805531,-0.716717,-0.628533,-0.824276,-0.873129,-0.900210,-0.891147,-0.886409,0.273862
1341,-1.176696,-0.886719,0.939240,-0.556730,-0.628449,-0.796675,-0.760805,-0.865399,-0.379603,-0.810253,0.319032
1342,-0.890186,0.202574,-0.359008,-0.695685,-0.627112,-0.732096,-0.456386,-0.863990,0.976277,-0.290508,0.319648
1343,-0.948830,-0.314545,-0.594164,-0.044140,-0.628569,-0.824325,-0.770753,-0.901223,0.371467,0.157333,0.320279
1344,-0.900289,-1.360124,0.833276,-0.688950,-0.628546,-0.962823,-0.877940,-0.901948,-0.893042,-0.842681,0.230560
1345,-0.882234,-0.043429,0.469933,0.073320,-0.628467,-0.219513,-0.422633,-0.882307,-0.116995,-0.548477,0.319615
1346,-0.544766,-1.347678,0.605153,-0.769479,-0.628523,-0.714590,-0.641408,-0.897629,-0.965040,-0.913846,0.218604
1347,-0.860053,-1.101885,0.809888,-0.685270,-0.628532,-0.790787,-0.866227,-0.898011,-0.717035,-0.876087,0.278138
1348,-0.950729,-0.739017,0.117119,-0.765400,-0.628619,-1.022760,-0.806758,-0.897344,-0.300672,-0.980039,0.397417
1349,-0.737391,-0.313236,0.493837,-0.585479,-0.628521,-0.273514,-0.819069,-0.898884,-0.112043,-0.627550,0.319303
1350,-0.928333,-0.989422,0.531918,-0.876378,-0.628492,-0.741877,-0.800045,-0.903380,-0.841240,-0.917501,0.309270
1351,-0.896300,-1.191863,0.737218,-0.989022,-0.628543,-0.669098,-0.872612,-0.901673,-0.238413,-0.729119,0.186258
1352,-1.086488,-0.660935,0.750242,-0.369305,-0.628518,-0.602348,-0.849736,-0.902113,-0.687922,-0.808847,0.317922
1353,-0.732218,-0.862615,0.854589,-0.840040,-0.628522,-0.772206,-0.827063,-0.899079,-0.131045,-0.822883,0.316003
1354,-1.001174,-1.177531,0.804654,-0.914123,-0.628537,-0.797362,-0.824766,-0.902628,-0.871341,-0.860836,0.335718
1355,-1.011915,-1.306293,0.820836,-0.876042,-0.628540,-0.677992,-0.859894,-0.898362,-0.895220,-0.917055,0.098849
1356,-0.857458,-1.543240,0.841054,-0.781537,-0.628545,-0.904757,-0.785489,-0.902657,-0.869487,-0.879291,0.349259
1357,-0.817859,-0.687755,0.865284,-0.680934,-0.628493,-0.859435,-0.830028,-0.897667,-0.560037,-0.840768,0.318024
1358,-0.773701,-0.360621,0.735974,-0.390494,-0.628510,-0.480878,-0.835182,-0.883864,-0.635774,-0.738607,0.316700
1359,-1.003819,-0.528095,0.033344,-0.886595,-0.628550,-0.540415,-0.867191,-0.902993,-0.610971,-0.858479,0.292891
1360,-0.861852,-0.476682,0.818275,-0.909123,-0.628547,-0.848696,-0.877604,-0.901738,-0.810732,-0.921454,0.299228
1361,-0.849249,-0.874754,0.798457,-0.528636,-0.628543,-0.848938,-0.860649,-0.901738,-0.898749,-0.888324,0.340272
1362,-0.496894,-0.536315,0.620606,-0.669444,-0.628474,-0.829733,-0.905804,-0.898435,-0.775073,-0.831309,0.311638
1363,-0.792246,-1.164162,0.769552,-0.974686,-0.628543,-0.975434,-0.882943,-0.901561,-0.879451,-0.894929,0.305452
1364,-0.948084,0.001240,0.345642,-0.327222,-0.628500,-0.520428,-0.871948,-0.891902,-0.335991,-0.764118,0.318786
1365,-0.913230,-0.670243,0.529915,-0.660306,-0.628497,-0.628295,-0.712282,-0.895440,-0.014092,-0.567965,0.317232
1366,-0.685437,-1.102258,0.817548,-0.296895,-0.628510,-0.895896,-0.705887,-0.889897,-0.463755,-0.692562,0.306560
1367,-0.885672,-1.107646,0.798730,-0.939559,-0.628545,-0.884638,-0.881277,-0.901820,-0.932341,-0.895345,0.200079
1368,-1.042483,-1.048153,0.843443,-0.633315,-0.628559,-0.376427,-0.871543,-0.899192,-0.849953,-0.927801,0.733646
1369,-1.003081,-1.432602,0.800114,-0.981411,-0.628542,-0.968944,-0.884174,-0.902128,-0.867604,-0.912204,0.015384
1370,-0.838394,-1.507840,0.811990,-1.003745,-0.628546,-0.960616,-0.880273,-0.902123,-0.900279,-0.897873,0.181952
1371,-0.695633,-1.031193,0.732998,-0.956777,-0.628542,-0.716216,-0.866291,-0.902517,0.184711,-0.850200,0.236908
1372,-0.893043,-0.875157,0.785621,-0.685967,-0.628493,-0.968553,-0.718472,-0.899797,-0.796567,-0.746667,0.306880
1373,-0.859704,-1.419723,0.834108,-1.010610,-0.628546,-0.944037,-0.881752,-0.901249,-0.885845,-0.915700,0.214722
1374,-0.858520,-0.831367,0.651487,-0.583104,-0.628532,-0.391657,-0.731817,-0.897770,-0.804594,-0.848112,0.306658
1375,-0.941767,-0.550835,0.740462,-0.468237,-0.628523,-0.560996,-0.831296,-0.896091,-0.674125,-0.684081,0.311379
1376,-0.811311,-1.373737,0.799823,-0.963995,-0.628537,-0.797540,-0.866411,-0.901722,-0.822260,-0.853880,0.219266
1377,-0.861784,-1.090957,0.677282,-0.915632,-0.628537,-0.735639,-0.766330,-0.900923,-0.730175,-0.824468,0.294177
1378,-0.838934,-0.848951,0.539355,-0.732652,-0.628537,-0.714700,-0.720116,-0.898564,-0.749984,-0.842915,0.283493
1379,-0.884141,-1.410697,0.816322,-0.886666,-0.628544,-1.014102,-0.883112,-0.901908,-0.886664,-0.889874,0.477563
1380,-0.744667,-1.187542,0.760900,-0.659061,-0.628529,-0.688976,-0.845120,-0.903034,-0.682687,-0.793242,0.269556
1381,-0.905286,-0.208058,-0.768216,0.288524,-0.628509,-0.709189,-0.770784,-0.895123,0.768580,0.153883,0.319299
1382,-0.867097,-0.908780,0.709547,-0.751244,-0.628535,-0.728267,-0.869411,-0.898309,-0.886405,-0.849313,0.313184
1383,-0.625576,-1.151496,0.444216,-0.714815,-0.628553,-0.936494,-0.874631,-0.901217,-0.682171,-0.906820,0.087762
1384,-0.900703,-1.281790,0.845208,-0.978491,-0.628548,-0.820306,-0.880204,-0.901794,-0.906446,-0.923140,0.096144
1385,-0.917877,0.675248,0.484370,-0.798281,-0.628454,-0.735682,-0.833973,-0.892106,-0.571136,-0.760686,0.318927
1386,-0.978733,-0.871667,0.654029,-0.932241,-0.628524,-0.543549,-0.868651,-0.895232,-0.733568,-0.923495,0.254276
1387,-0.861678,-0.599073,0.817480,-0.814513,-0.628446,-0.789595,-0.797593,-0.902261,-0.027719,-0.694700,0.317390
1388,-1.150818,-0.761879,0.747695,-0.719447,-0.628457,-0.600593,-0.814082,-0.902440,0.173205,-0.888999,0.309219
1389,-0.842061,-0.681884,0.302098,-0.972341,-0.628571,-0.849895,-0.862634,-0.900716,-0.020141,-0.880525,0.235774
1390,-0.781427,-0.790175,0.797809,-0.521739,-0.628517,-0.483961,-0.742554,-0.890620,-0.633394,-0.748641,0.315633
1391,-0.784878,-0.679199,0.790083,-0.499738,-0.628531,-0.675031,-0.859497,-0.894361,-0.410826,-0.578163,0.318631
1392,-1.125443,-0.599641,0.672820,-0.895263,-0.628511,-0.806253,-0.856630,-0.899285,-0.864679,-0.848989,0.313170
1393,-0.758582,-0.763226,0.716186,-0.812576,-0.628505,-0.681503,-0.845238,-0.899911,-0.894529,-0.765190,0.314386
1394,-0.762310,-0.664696,0.644287,-0.544163,-0.628522,-0.419810,-0.823441,-0.897242,-0.601917,-0.721107,0.318580
1395,-0.767048,-0.635049,0.796136,-0.807797,-0.628528,-0.597407,-0.768727,-0.886567,-0.451492,-0.717055,0.310449
1396,-0.576117,-1.090391,0.665722,-0.877051,-0.628536,-0.660436,-0.857829,-0.903253,-0.551865,-0.762837,0.229226
1397,-0.784589,-0.776468,0.637386,-0.957094,-0.628521,-0.428989,-0.841929,-0.902274,-0.450564,-0.743245,0.313251
1398,-0.598841,-0.342701,-0.146536,-0.812739,-0.627853,-0.872532,-0.779219,-0.904000,-0.950066,-0.870129,0.324807
1399,-1.087295,-0.882311,0.661290,-0.973376,-0.628485,-0.928541,-0.867352,-0.898688,-0.828362,-0.820341,0.314386
1400,-0.796823,-1.307585,0.834805,-0.879933,-0.628551,-0.881054,-0.881390,-0.901423,-0.899008,-0.909331,-0.546040
1401,-0.728189,-1.052813,0.709692,0.235411,-0.628390,-0.956673,-0.885227,-0.900341,-0.647718,-0.876769,0.660139
1402,-0.881812,-0.494003,0.779671,-0.564708,-0.628530,-0.408381,-0.885180,-0.896598,-0.455786,-0.550656,0.315948
1403,-1.010666,-0.704992,0.611567,-0.469627,-0.628411,-0.754480,-0.844519,-0.899456,-0.719472,-0.960405,0.337171
1404,-0.903583,-1.010160,0.667648,-0.809329,-0.628555,-0.896482,-0.849732,-0.904978,-0.833882,-0.974272,0.287184
1405,-0.768483,-0.831413,0.532620,-0.957570,-0.628499,-0.831903,-0.807232,-0.903926,0.239232,-0.720001,0.313532
1406,-1.029422,0.343059,0.645232,-0.694364,-0.628473,-0.556377,-0.838273,-0.898859,-0.309766,-0.614044,0.319027
1407,-1.031400,-0.366922,-0.704928,-0.529047,-0.628438,-0.616061,-0.817739,-0.899493,-0.003764,-0.523274,0.318619
1408,-0.538582,-0.807326,0.876437,-0.367683,-0.628516,-0.934720,-0.844806,-0.899562,-0.674653,-0.837793,0.308496
1409,-0.998168,-1.314148,0.814871,-0.958868,-0.628542,-0.901333,-0.866057,-0.901258,-0.880356,-0.897298,0.341088
1410,-1.008349,-0.612126,0.616087,-0.500335,-0.628405,-0.805214,-0.852781,-0.895313,-0.743799,-0.970467,0.335239
1411,-0.754842,-0.389386,0.661847,-0.649871,-0.628529,-0.451752,-0.835276,-0.901869,-0.405345,-0.670243,0.312079
1412,-0.678924,-0.694420,0.596418,-0.558644,-0.628478,-0.635980,-0.790158,-0.900916,-0.319716,-0.593965,0.318536
1413,-0.847970,-0.509087,0.564233,-0.545481,-0.628547,-0.363679,-0.764142,-0.901187,-0.269762,-0.435057,0.315611
1414,-0.886721,-0.383482,0.330462,-0.793779,-0.628569,-0.648178,-0.860946,-0.895577,-0.437513,-0.259992,0.318581
1415,-0.928808,-0.916116,0.662050,-0.573989,-0.628534,-0.710995,-0.850290,-0.897610,-0.638271,-0.934471,0.292210
1416,-1.045729,-0.532003,0.741773,-0.574392,-0.628527,-0.356954,-0.854980,-0.887377,-0.241323,-0.623740,0.317017
1417,-0.809263,-1.150165,0.640057,-0.662053,-0.628514,-0.549599,-0.763172,-0.900015,-0.693441,-0.738756,0.290869
1418,-0.812457,0.038322,0.367673,0.106463,-0.628624,-0.294155,-0.815461,-0.877771,-0.084137,-0.241667,0.317868
1419,-0.747461,-0.287501,0.770490,-0.533836,-0.628494,-0.743254,-0.856734,-0.889281,-0.355947,-0.760320,0.318551
1420,-0.925829,-1.355280,0.833064,-0.896992,-0.628554,-0.759218,-0.826908,-0.901550,-0.798654,-0.899948,0.325167
1421,-0.995749,-1.030017,0.831836,-0.494477,-0.628530,-0.808382,-0.848227,-0.897758,-0.751144,-0.847813,0.306467
1422,-0.843341,0.203350,0.379659,0.269713,-0.627784,-0.741648,-0.722673,-0.902654,0.444721,0.359279,0.489200
1423,-1.007195,-1.338931,0.810401,-1.088668,-0.628534,-1.011893,-0.889690,-0.900066,-0.921910,-0.800118,0.196765
1424,-0.999513,-1.331343,0.754011,-0.733192,-0.628545,-0.751277,-0.824614,-0.902909,-0.623808,-0.883532,0.275587
1425,-0.837471,-1.578364,0.843911,-1.057126,-0.628546,-0.889208,-0.880178,-0.902038,-0.892981,-0.898589,0.492942
1426,-0.959017,-1.184286,0.768531,-1.023332,-0.628540,-0.977146,-0.885962,-0.901699,-0.942187,-0.629509,0.304923
1427,-0.958472,-0.430874,0.645141,-1.152060,-0.628453,-0.712121,-0.847773,-0.902512,-0.236010,-0.901742,0.330221
1428,-0.900674,-1.310321,0.814203,-0.688327,-0.628542,-0.875395,-0.874488,-0.901963,-0.928588,-0.912333,0.233620
1429,-0.720199,-0.948509,0.598416,-0.859307,-0.628530,-0.690158,-0.867107,-0.899249,-0.265372,-0.796232,0.319347
1430,-0.965153,-1.519504,0.778525,-0.828508,-0.628545,-0.951446,-0.869768,-0.901557,-0.906906,-0.900884,0.095749
1431,-0.622081,-1.221999,0.698344,-0.893015,-0.628537,-0.872189,-0.851948,-0.903863,-0.856036,-0.949423,0.271807
1432,-0.932936,-0.909928,0.290281,-0.873213,-0.628535,-0.560717,-0.847990,-0.897537,-0.287011,-0.509827,0.354468
1433,-0.805086,-1.054841,0.730858,-0.546881,-0.628526,-0.564053,-0.778031,-0.889982,-0.701426,-0.917981,0.315507
1434,-0.985683,-0.953530,0.735318,-0.745192,-0.628521,-0.579465,-0.863059,-0.887089,-0.729870,-0.885125,0.260374
1435,-0.896796,-0.935812,0.661850,-0.686234,-0.628468,-0.853521,-0.841825,-0.902239,-0.613008,-0.695482,0.318103
1436,-0.624881,-0.199426,0.669527,-0.358404,-0.628519,-0.566787,-0.826925,-0.896542,-0.736990,-0.815384,0.317736
1437,-0.984979,-0.558858,0.652499,-0.591393,-0.628501,-0.594601,-0.834392,-0.885589,-0.381054,-0.552367,0.318974
1438,-0.907847,-0.883765,0.726425,-0.653389,-0.628483,-0.656138,-0.810421,-0.903527,-0.559088,-0.687741,0.316761
1439,-0.961571,-0.925296,0.795208,-0.962271,-0.628545,-0.807499,-0.864362,-0.903839,-0.687772,-0.925231,0.323638
1440,-1.036150,-0.384609,0.613544,-0.702006,-0.628524,-0.338369,-0.696037,-0.886909,-0.219188,-0.495397,-0.065208
1441,-1.035038,-0.281916,0.301994,-0.411326,-0.628454,-0.579724,-0.825297,-0.902035,-0.895547,-0.645832,0.318503
1442,-0.017190,-0.763846,0.715869,-0.529030,-0.628519,-0.838360,-0.818847,-0.901947,-0.018961,-0.729140,0.302582
1443,-0.643927,-1.217940,0.647147,-0.849705,-0.628535,-0.601575,-0.761840,-0.897881,-0.751977,-0.785006,0.192210
1444,-0.773149,-0.772451,0.741124,-0.636093,-0.628531,-0.727976,-0.892218,-0.901558,-0.904802,-0.850106,0.307576
1445,-0.721618,-0.815338,0.807957,-0.630517,-0.628506,-0.551658,-0.769967,-0.891644,-0.653281,-0.638744,0.288606
1446,-0.840245,-0.410130,0.540798,-0.583461,-0.628515,-0.407801,-0.887602,-0.892040,-0.452194,-0.669164,0.316315
1447,-0.956908,-0.878884,0.721977,-0.576695,-0.628530,-0.667120,-0.684758,-0.898299,-0.301929,-0.968648,0.316668
1448,-0.820399,-0.583372,0.272617,-0.657289,-0.628563,-0.745089,-0.852819,-0.900237,-0.857747,-0.876761,0.320614
1449,-0.844353,-1.171661,0.557351,-1.001208,-0.628546,-0.458760,-0.827807,-0.903221,-0.007254,-0.831992,0.229656
1450,-0.947271,-1.103981,0.817524,-0.760922,-0.628549,-0.802641,-0.864903,-0.902947,-0.375139,-0.761374,0.283795
1451,-0.848617,-0.925321,0.771228,-0.484296,-0.628485,-0.887819,-0.884166,-0.902518,-0.653858,-0.837380,0.307562
1452,-0.895219,-1.104932,0.673543,-0.665791,-0.628537,-0.768675,-0.834320,-0.902487,-0.771957,-0.915037,0.260546
1453,-0.866568,-0.756143,0.450342,-0.805032,-0.628529,-0.530030,-0.863901,-0.902070,0.258819,-0.774645,0.287580
1454,-0.939565,-0.981505,0.698033,-0.666543,-0.628544,-0.708824,-0.757844,-0.896082,-0.675066,-0.254647,0.305583
1455,-0.980975,-1.177708,0.827068,-1.148570,-0.628548,-0.526106,-0.871316,-0.900206,-0.642769,-0.888793,0.272585
1456,-0.846312,0.016941,0.089763,-0.724756,-0.628408,-0.684408,-0.802255,-0.902343,-0.617057,-0.662551,0.338886
1457,-0.888195,-1.187825,0.772077,-0.883817,-0.628545,-0.690649,-0.873199,-0.900600,-0.879957,-0.906128,0.241395
1458,-0.757131,-0.596025,0.403545,0.363859,-0.628048,-0.820792,-0.744417,-0.902674,-0.435513,-0.562973,0.319307
1459,-0.719464,-0.397232,0.695977,0.032548,-0.628490,-0.323070,-0.788041,-0.883556,-0.078248,-0.494503,0.319569
1460,-1.150233,-1.060694,0.772049,-0.874752,-0.628534,-0.711354,-0.844670,-0.898894,-0.858359,-0.872953,0.255552
1461,-0.910739,-0.651420,0.089537,-0.775236,-0.628590,-0.893632,-0.872792,-0.902576,-0.912227,-0.852253,0.323393
1462,-0.944045,-0.610268,0.485200,-0.544123,-0.628506,-0.526149,-0.852958,-0.882399,-0.586723,-0.782628,0.318275
1463,-0.884972,-1.287654,0.804435,-0.931584,-0.628546,-0.873100,-0.882260,-0.902010,-0.343928,-0.887239,0.270122
1464,-0.858396,-0.229514,0.600037,-0.405997,-0.628762,-0.668388,-0.758066,-0.900049,-0.172656,-0.674616,0.289224
1465,-0.845549,-0.035899,0.424383,-0.397605,-0.628510,-0.308751,-0.823689,-0.887925,-0.399552,-0.736052,0.318540
1466,-0.591154,-1.091269,0.786528,-0.718801,-0.628542,-0.861353,-0.862157,-0.901728,-0.904661,-0.862569,0.146979
1467,-0.787433,-1.031661,0.764354,-1.040342,-0.628536,-0.772155,-0.860187,-0.904314,-0.051147,-0.732764,0.279648
1468,-0.808785,-0.348172,0.551427,-0.461044,-0.628377,-0.635164,-0.739596,-0.894834,-0.749485,-0.708469,0.319124
1469,-1.131585,-1.325874,0.767943,-1.056697,-0.628536,-0.930793,-0.884339,-0.900413,-0.953929,-0.941272,0.179679
1470,-0.880281,-0.420900,0.526828,-0.767255,-0.628536,-0.607632,-0.788431,-0.897150,-0.598730,-0.829435,0.314175
1471,-0.943781,-0.284066,0.410250,-0.837015,-0.628494,-0.589858,-0.822948,-0.901395,-0.115509,-0.614682,0.317824
1472,-0.812899,-0.819178,0.712544,-0.951716,-0.628513,-0.647011,-0.830663,-0.900496,-0.793145,-0.713043,0.313584
1473,-0.917032,-0.780104,0.786491,-0.211730,-0.628447,-0.865720,-0.759788,-0.855480,-0.636510,-0.973885,0.322014
1474,-0.612991,-0.995709,0.618895,-1.006776,-0.628496,-0.706841,-0.808681,-0.901010,-0.488740,-0.693844,0.316095
1475,-0.942308,-1.117970,0.711669,-0.706888,-0.628545,-0.859522,-0.880833,-0.902421,-0.917252,-0.848297,0.271507
1476,-0.638746,-0.611931,0.537622,-0.641011,-0.628465,-0.901658,-0.687022,-0.898733,-0.392871,-0.775889,0.316574
1477,-1.029356,-0.295091,1.007099,-0.731128,-0.628024,-0.616149,-0.749866,-0.891695,0.593552,-0.585853,0.337648
1478,-0.731065,-1.389306,0.834378,-0.882858,-0.628546,-0.820392,-0.877825,-0.901704,-0.881229,-0.897545,0.300519
1479,-1.077935,-0.651688,0.598809,-0.846059,-0.628490,-0.643924,-0.781370,-0.899933,-0.178252,-0.586795,0.317464
1480,-0.716728,-1.276843,0.805955,-0.874676,-0.628543,-0.583754,-0.851308,-0.900549,-0.899247,-0.644762,0.190059
1481,-1.070807,-0.493145,0.600704,-0.489988,-0.628443,-0.740124,-0.793129,-0.883274,-0.406117,-0.752378,0.319145
1482,-0.868934,-0.294444,-0.735755,-0.731398,-0.628269,-0.854601,-0.642119,-0.903245,-0.857065,-0.960172,0.313929
1483,-0.715591,0.275761,0.350755,-0.793205,-0.627801,-0.684519,-0.725154,-0.887777,-0.161161,-0.738340,0.319646
1484,-0.921434,-1.244186,0.757129,-1.081573,-0.628532,-0.677528,-0.844807,-0.901726,0.098684,-0.781614,0.259002
1485,-0.882976,-0.065124,0.218832,-0.259897,-0.628425,-0.519235,-0.501265,-0.888997,-0.324024,-0.340256,0.319593
1486,-0.779737,-1.098044,0.830668,-0.875497,-0.628547,-0.856363,-0.878561,-0.901671,-0.921898,-0.914255,0.156608
1487,-0.950699,-1.019153,0.563041,-0.875504,-0.628505,-0.750653,-0.813870,-0.901225,-0.493797,-0.922063,0.280588
1488,-0.911713,-1.296898,0.826426,-0.758816,-0.628546,-0.813597,-0.874305,-0.901863,-0.904827,-0.911076,0.112238
1489,-0.824536,-0.942495,0.786750,-0.741494,-0.628536,-0.809045,-0.860619,-0.899501,-0.659891,-0.848762,0.243864
1490,-0.730014,-1.012937,0.814583,-0.847567,-0.628518,-0.842183,-0.845647,-0.903134,-0.619105,-0.885622,0.308680
1491,-0.911375,-1.137678,0.732698,-0.574933,-0.628534,-0.529349,-0.859115,-0.901489,-0.385605,-0.755745,0.275748
1492,-0.846894,-1.220115,0.739210,-1.117752,-0.628547,-0.632809,-0.848009,-0.902986,-0.372868,-0.878549,0.219945
1493,-0.797789,-1.246422,0.778193,-0.810450,-0.628566,-0.491277,-0.755916,-0.888551,-0.949368,-1.009339,0.298687
1494,-0.907734,-0.938354,0.801120,-0.930329,-0.628538,-0.866063,-0.826676,-0.897780,-0.784294,-0.843083,0.317986
1495,-1.041684,-0.578238,-0.218260,-0.424595,-0.627727,-0.834280,-0.775307,-0.895295,-1.017911,-0.943772,0.362920
1496,-0.705532,-0.299615,-0.774569,0.067816,-0.628645,-0.826809,-0.799272,-0.904638,0.529210,0.621861,0.345508
1497,-0.762663,-0.388604,0.320877,-0.648888,-0.628343,-0.718549,-0.683007,-0.877994,-0.525501,-0.651721,0.319486
1498,-0.832029,-1.555812,0.828330,-0.988978,-0.628546,-0.896897,-0.881966,-0.902025,-0.897221,-0.898112,-0.011807
1499,-0.877525,-1.329845,0.799174,-0.817963,-0.628542,-0.728957,-0.848263,-0.903231,-0.493316,-0.827289,0.204910
1500,-0.729311,-1.099608,0.712625,-0.910731,-0.628530,-0.817610,-0.869872,-0.902867,-0.824165,-0.817012,0.227539
1501,-0.665943,-0.439125,0.601690,-0.910973,-0.628509,-0.455661,-0.737745,-0.884337,-0.456793,-0.792831,0.315713
1502,-0.776903,-1.010400,0.800290,-0.982220,-0.628533,-0.917941,-0.890154,-0.900972,-0.918334,-0.889776,0.234259
1503,-0.866609,-1.385564,0.786364,-0.981540,-0.628542,-0.995257,-0.892235,-0.900924,-0.915608,-0.918650,0.255799
1504,-0.878992,-0.643212,0.689855,-0.957814,-0.628477,-0.726516,-0.787215,-0.904963,-0.534254,-0.795226,0.316622
1505,-0.979715,0.045170,-0.069176,-0.653318,-0.628526,-0.472133,-0.720345,-0.896945,-0.096301,-0.718625,0.319612
1506,-0.734937,-0.777255,0.479871,-0.756897,-0.628694,-0.928401,-0.795017,-0.900178,-0.643118,-0.958444,0.315500
1507,-0.889693,-0.684641,0.741864,-0.602941,-0.628539,-0.571085,-0.881860,-0.895401,-0.309230,-0.583042,0.318626
1508,-0.791915,-0.303535,0.563551,-0.770580,-0.628363,-0.751189,-0.564076,-0.900984,-0.309029,-0.665307,0.319040
1509,-1.006260,-1.153768,0.507862,-0.783867,-0.628539,-0.586786,-0.796918,-0.901781,-0.255524,-0.802285,0.278107
1510,-0.780528,-0.229620,0.333962,-0.320844,-0.628416,-0.577643,-0.844946,-0.899755,-0.735270,-0.821875,0.315139
1511,-0.839533,-0.989488,0.689577,-0.921270,-0.628510,-0.788534,-0.812059,-0.898010,-0.597396,-0.824659,0.297456
1512,-0.920362,-1.407700,0.829159,-1.206065,-0.628540,-0.953013,-0.891810,-0.899588,-0.933134,-0.864813,0.158721
1513,-0.762533,-0.828185,0.520603,-0.674665,-0.628512,-0.973048,-0.859954,-0.900662,-0.194107,-0.785287,0.290775
1514,-0.849934,-0.425876,0.584930,-0.648999,-0.628469,-0.427943,-0.828887,-0.901641,-0.842682,-0.604039,0.322592
1515,-0.945643,-1.400068,0.834648,-1.042783,-0.628544,-0.874964,-0.882211,-0.901581,-0.902529,-0.906824,0.081581
1516,-0.642248,-0.112393,0.680511,-0.788799,-0.628405,-0.778570,-0.756834,-0.896396,-0.700041,-0.677662,0.320231
1517,-0.913692,-0.984886,0.803508,-0.618836,-0.628534,-0.758971,-0.861285,-0.901088,-0.833536,-0.917411,0.285297
1518,-0.623786,-1.053796,0.822267,-0.737397,-0.628538,-0.602942,-0.857244,-0.900379,-0.583877,-0.797670,0.280139
1519,-0.543521,-1.290558,0.553772,-1.115452,-0.628524,-0.802564,-0.723966,-0.902625,-0.886416,-0.897414,0.298526
1520,-0.800664,-0.892644,0.604496,-0.533526,-0.628505,-0.681209,-0.840928,-0.900887,-0.732296,-0.865848,0.301514
1521,-0.729014,-0.419609,0.661357,-0.538419,-0.628790,-0.848429,-0.884001,-0.902231,-0.081160,-0.164694,0.326747
1522,-0.896680,-0.909588,0.829506,-0.907604,-0.628537,-0.640320,-0.836790,-0.900004,-0.598304,-0.831223,0.301513
1523,-1.015880,-0.507591,0.229276,-0.872706,-0.628336,-0.696422,-0.873887,-0.903648,-0.872722,-0.871576,0.350493
1524,-0.865860,-0.269068,0.713361,-0.348436,-0.628485,-0.448933,-0.830891,-0.894385,-0.538600,-0.602268,0.319377
1525,-1.026982,-0.876867,0.158456,-0.741428,-0.628500,-0.811908,-0.775883,-0.895709,-0.854234,-0.933909,0.327514
1526,-0.885370,-1.292036,0.787502,-0.905876,-0.628534,-0.926284,-0.838396,-0.901118,-0.757705,-0.892000,0.203363
1527,-0.646597,-0.757965,0.463277,-0.783566,-0.628503,-0.387586,-0.769065,-0.884040,-0.499906,-0.641968,0.315254
1528,-0.983118,-1.186031,0.887163,-0.822010,-0.628546,-0.867938,-0.882035,-0.901799,-0.856428,-0.834962,0.264925
1529,-0.703237,-1.561825,0.843619,-1.055308,-0.628545,-0.992352,-0.880338,-0.901935,-0.888584,-0.901408,0.329401
1530,-1.001616,-1.271971,0.818672,-1.008607,-0.628543,-1.004968,-0.891362,-0.901924,-0.912581,-0.926625,-0.083779
1531,-0.759172,-0.698717,0.478871,-0.726759,-0.628374,-0.743967,-0.693634,-0.899678,-0.547458,0.042839,0.337167
1532,-0.834603,-0.896052,0.541807,-0.838006,-0.628507,-0.618322,-0.789445,-0.901006,-0.441996,-0.860637,0.320938
1533,-0.821876,-1.125733,0.741282,-0.901707,-0.628544,-0.755836,-0.883179,-0.901670,0.295111,-0.867835,0.294109
1534,-0.837026,0.610199,0.777146,-0.461632,-0.628502,-0.552187,-0.852191,-0.891742,-0.569170,-0.666457,0.318207
