,task1,task2,task3,task4,task5,task6,task7,task8,task9,task10,task11
621,0.060383,0.235900,0.817529,0.151031,0.460430,0.175079,0.076718,0.017878,0.082139,0.066028,0.665325
622,0.060158,0.241350,0.697942,0.233660,0.482117,0.110425,0.091533,0.046631,0.189055,0.074218,0.670542
623,0.058634,0.425765,0.034462,0.521843,0.508709,0.125555,0.092436,0.857489,0.318490,0.062699,0.687105
624,0.060228,0.237537,0.825111,0.116681,0.457623,0.136041,0.059475,0.010201,0.092949,0.070234,0.664483
625,0.060227,0.238181,0.735146,0.275489,0.477396,0.142075,0.093847,0.034849,0.118112,0.069454,0.670415
626,0.060299,0.240532,0.826583,0.091872,0.450925,0.152104,0.054190,0.009576,0.087990,0.068258,0.663106
627,0.060581,0.233620,0.791788,0.161336,0.467682,0.121006,0.079780,0.008155,0.130096,0.071565,0.668278
628,0.059920,0.285200,0.298905,0.566885,0.504257,0.113008,0.222308,0.399968,0.264397,0.079949,0.677991
629,0.060297,0.238902,0.718522,0.357580,0.480402,0.099541,0.125303,0.018222,0.157100,0.078539,0.669683
630,0.060170,0.236855,0.771192,0.203031,0.472100,0.140900,0.086710,0.021570,0.166052,0.073247,0.668345
631,0.060127,0.243838,0.675977,0.370155,0.482812,0.109612,0.150617,0.061033,0.141138,0.075402,0.671038
632,0.060191,0.239642,0.718535,0.340521,0.479785,0.116134,0.105055,0.055264,0.144193,0.075425,0.669957
633,0.060147,0.252476,0.554683,0.409888,0.492631,0.140576,0.126024,0.078590,0.246695,0.073621,0.674242
634,0.059948,0.279334,0.275916,0.455396,0.503556,0.073600,0.170609,0.224815,0.255143,0.073377,0.677477
635,0.059958,0.276041,0.357408,0.489440,0.501027,0.084273,0.176108,0.147683,0.241986,0.074645,0.676245
636,0.060530,0.233914,0.786781,0.234665,0.470122,0.142157,0.126377,0.019080,0.108350,0.074707,0.667860
637,0.059919,0.285001,0.303106,0.423490,0.503110,0.077452,0.138785,0.387158,0.194587,0.078826,0.677000
638,0.060481,0.238283,0.823934,0.104841,0.455051,0.131992,0.068070,0.009840,0.084840,0.069719,0.663834
639,0.060417,0.236496,0.821285,0.118796,0.458372,0.150031,0.096400,0.008914,0.154707,0.069729,0.663854
640,0.060383,0.235900,0.816823,0.121188,0.460316,0.156704,0.056234,0.012928,0.170286,0.067725,0.665803
641,0.060119,0.249392,0.590464,0.287043,0.490073,0.122880,0.140262,0.064186,0.170972,0.071229,0.673006
642,0.060345,0.235246,0.777233,0.254174,0.471093,0.140675,0.129327,0.026967,0.110131,0.071019,0.668045
643,0.060127,0.243306,0.674346,0.350725,0.483333,0.104590,0.155202,0.015248,0.307035,0.074472,0.671653
644,0.060127,0.243049,0.681331,0.393769,0.483289,0.094963,0.143140,0.057909,0.174135,0.077469,0.670930
645,0.059798,0.326495,0.148857,0.460761,0.506617,0.083517,0.152735,0.535349,0.327561,0.067539,0.680267
646,0.060227,0.238181,0.724028,0.226999,0.477561,0.118791,0.073847,0.018932,0.177572,0.074229,0.670534
647,0.060227,0.238181,0.732040,0.215523,0.477438,0.134538,0.083769,0.016586,0.143952,0.072141,0.668898
648,0.060009,0.246262,0.664415,0.319157,0.484555,0.096249,0.142779,0.046114,0.190327,0.076133,0.672319
649,0.060518,0.234568,0.808990,0.135323,0.463222,0.148398,0.086223,0.011273,0.132912,0.070852,0.666049
650,0.060091,0.252143,0.560373,0.360454,0.492470,0.083940,0.110609,0.104331,0.176926,0.075559,0.673347
651,0.054517,0.424081,0.088206,0.055715,0.464192,0.162061,0.079855,0.095700,0.224982,0.063171,0.695522
652,0.060227,0.238181,0.736220,0.287008,0.478088,0.117200,0.108416,0.021675,0.137582,0.085681,0.669348
653,0.059769,0.319488,0.156105,0.512021,0.509074,0.069614,0.157164,0.643523,0.326737,0.068640,0.678590
654,0.060264,0.236963,0.752340,0.226202,0.475926,0.117954,0.152756,0.021848,0.139642,0.073334,0.671236
655,0.060041,0.259731,0.499301,0.399633,0.494632,0.109037,0.136742,0.287033,0.214187,0.074504,0.675739
656,0.060311,0.235334,0.807927,0.206528,0.464376,0.162774,0.086215,0.011869,0.176002,0.075611,0.666240
657,0.060228,0.237537,0.823729,0.155919,0.457489,0.132585,0.066442,0.011886,0.102659,0.072358,0.664616
658,0.060432,0.235193,0.761883,0.231934,0.475001,0.122536,0.090118,0.018700,0.146720,0.068696,0.669910
659,0.059800,0.312900,0.164174,0.475000,0.508063,0.081603,0.140055,0.576472,0.326838,0.067631,0.679993
660,0.059958,0.276041,0.347980,0.503154,0.501236,0.098439,0.182809,0.515382,0.280874,0.072725,0.675808
661,0.060275,0.235375,0.801744,0.175675,0.466373,0.133797,0.086746,0.015247,0.116150,0.070098,0.667248
662,0.060018,0.263454,0.475652,0.471744,0.497662,0.076701,0.141972,0.137567,0.233723,0.078705,0.674949
663,0.060183,0.244831,0.646889,0.366865,0.486167,0.120115,0.138971,0.022516,0.204506,0.076239,0.672019
664,0.060150,0.247309,0.614695,0.505207,0.488520,0.117746,0.150320,0.090496,0.279419,0.075974,0.673720
665,0.060299,0.240532,0.823274,0.089867,0.450912,0.145513,0.058689,0.013649,0.090300,0.067662,0.663106
666,0.059761,0.326220,0.143034,0.570696,0.508053,0.086975,0.142393,0.747724,0.389275,0.069904,0.681002
667,0.060432,0.235193,0.758987,0.222760,0.474738,0.135996,0.098916,0.016743,0.129218,0.074297,0.670205
668,0.060256,0.240629,0.694575,0.319264,0.482790,0.105034,0.120260,0.026170,0.201165,0.073598,0.670282
669,0.059948,0.280619,0.297410,0.481303,0.503091,0.104736,0.198880,0.308668,0.285214,0.071675,0.677193
670,0.060481,0.238283,0.823709,0.113989,0.454751,0.174189,0.079230,0.013640,0.113308,0.071042,0.663834
671,0.060347,0.235511,0.811653,0.163849,0.462659,0.137344,0.072662,0.013525,0.118148,0.069595,0.667267
672,0.060083,0.258915,0.491978,0.514361,0.495838,0.106617,0.193143,0.187195,0.264908,0.079366,0.673672
673,0.060388,0.234738,0.789988,0.189759,0.468863,0.141643,0.083326,0.012828,0.170171,0.076707,0.667572
674,0.060417,0.236496,0.819891,0.117992,0.459058,0.130710,0.060348,0.012492,0.086185,0.066173,0.664425
675,0.060264,0.236963,0.751382,0.262406,0.476263,0.108397,0.091019,0.021325,0.162931,0.068584,0.669708
676,0.060204,0.236131,0.784486,0.189162,0.470040,0.131779,0.072598,0.013080,0.135084,0.070885,0.669466
677,0.060133,0.337949,0.109325,0.591425,0.512286,0.075171,0.138858,0.637849,0.298052,0.072142,0.683104
678,0.060256,0.240629,0.679390,0.312428,0.482549,0.097396,0.128931,0.025636,0.140659,0.077255,0.671205
679,0.060474,0.234404,0.803999,0.170418,0.465030,0.125060,0.088149,0.008063,0.127510,0.073423,0.666547
680,0.060049,0.250675,0.598093,0.394875,0.489139,0.117592,0.100596,0.045418,0.266242,0.073993,0.672504
681,0.060340,0.237423,0.733233,0.302027,0.478603,0.119158,0.126957,0.009582,0.218250,0.074477,0.669742
682,0.060331,0.243439,0.820653,0.075662,0.446947,0.156144,0.053714,0.012163,0.095139,0.067212,0.662125
683,0.060239,0.235751,0.791995,0.205265,0.468180,0.159917,0.076735,0.021042,0.106134,0.074803,0.667953
684,0.059923,0.285869,0.292400,0.458008,0.503319,0.094661,0.155380,0.277468,0.294167,0.071888,0.676842
685,0.059769,0.319488,0.150397,0.557136,0.509301,0.075342,0.158543,0.676274,0.323836,0.067168,0.678801
686,0.056676,0.461977,0.030583,0.448966,0.502981,0.120656,0.082795,0.776174,0.269155,0.062369,0.688509
687,0.059962,0.344278,0.096856,0.595024,0.513272,0.084405,0.125803,0.741145,0.323422,0.071049,0.681916
688,0.060065,0.256252,0.515577,0.373804,0.493093,0.126341,0.132034,0.054629,0.280654,0.072973,0.673976
689,0.059948,0.281032,0.323799,0.511620,0.502712,0.108800,0.153722,0.197731,0.411235,0.070470,0.677056
690,0.059894,0.291558,0.273316,0.543645,0.503441,0.092165,0.157137,0.210544,0.278384,0.070486,0.677091
691,0.059977,0.271615,0.389165,0.427251,0.498869,0.081518,0.147492,0.139036,0.246710,0.078829,0.675060
692,0.060330,0.243687,0.634388,0.335048,0.488127,0.105416,0.157363,0.040895,0.212692,0.073203,0.671567
693,0.060417,0.236496,0.820528,0.126874,0.458972,0.142784,0.070314,0.018635,0.096970,0.071049,0.663452
694,0.060383,0.235900,0.819422,0.120615,0.460301,0.131575,0.079857,0.006873,0.087663,0.069633,0.665434
695,0.060278,0.239345,0.825011,0.104526,0.453940,0.134447,0.062627,0.011521,0.080325,0.069353,0.663602
696,0.060297,0.238902,0.716905,0.366700,0.480806,0.134724,0.122812,0.017348,0.141722,0.081258,0.670236
697,0.060171,0.236529,0.814646,0.161234,0.461595,0.131667,0.060618,0.013419,0.078700,0.070256,0.665611
698,0.059869,0.296134,0.228639,0.579089,0.505180,0.089250,0.182208,0.635448,0.290514,0.070348,0.679234
699,0.060228,0.238017,0.823494,0.118347,0.457720,0.130758,0.059519,0.010207,0.110789,0.074112,0.664919
700,0.060383,0.235900,0.818447,0.110596,0.460357,0.160290,0.076225,0.007859,0.127543,0.073384,0.666033
701,0.060278,0.239345,0.824374,0.104123,0.452841,0.132458,0.054682,0.011521,0.084526,0.067616,0.663602
702,0.060474,0.234404,0.806681,0.197407,0.465419,0.135868,0.075997,0.010118,0.130778,0.073092,0.666981
703,0.060083,0.258839,0.476933,0.446653,0.495835,0.114020,0.146487,0.085403,0.253683,0.073419,0.675198
704,0.060432,0.235193,0.757663,0.238191,0.474901,0.122479,0.096885,0.035402,0.088396,0.070957,0.669922
705,0.060107,0.239014,0.744742,0.259298,0.476809,0.109112,0.093557,0.031127,0.142000,0.076761,0.669205
706,0.060142,0.236339,0.812859,0.139032,0.463395,0.141758,0.071616,0.013814,0.092217,0.073910,0.666117
707,0.054121,0.354133,0.122036,0.033107,0.449703,0.154514,0.079854,0.018248,0.228394,0.063219,0.690977
708,0.060041,0.260282,0.492345,0.402378,0.495033,0.097896,0.138863,0.047467,0.248329,0.076301,0.675086
709,0.060079,0.240456,0.724087,0.304392,0.479606,0.113611,0.093635,0.037513,0.146134,0.074128,0.669964
710,0.059812,0.363818,0.071946,0.611472,0.514039,0.087087,0.125834,0.933129,0.270661,0.066698,0.684153
711,0.060107,0.239014,0.744158,0.262258,0.476724,0.132127,0.080697,0.014978,0.151740,0.075701,0.669551
712,0.059840,0.301539,0.214792,0.608209,0.507474,0.110305,0.196414,0.528709,0.265147,0.074585,0.679494
713,0.060204,0.236131,0.782666,0.229625,0.470120,0.127016,0.099713,0.027426,0.119130,0.071948,0.668591
714,0.060192,0.254883,0.510538,0.525261,0.497116,0.103797,0.178935,0.062621,0.322475,0.075563,0.674177
715,0.060142,0.236339,0.811634,0.129890,0.463236,0.145814,0.060366,0.013814,0.110264,0.074778,0.666117
716,0.059861,0.302057,0.219241,0.573398,0.505596,0.105589,0.172552,0.343544,0.345454,0.075177,0.679491
717,0.060119,0.249660,0.590009,0.475919,0.489362,0.093580,0.155995,0.035873,0.201655,0.075785,0.672169
718,0.059974,0.274103,0.363514,0.520618,0.501678,0.130199,0.148811,0.235412,0.243227,0.073547,0.676128
719,0.060030,0.237798,0.774923,0.192181,0.471057,0.114086,0.085908,0.039851,0.128837,0.072662,0.667318
720,0.060183,0.244831,0.642909,0.362411,0.485982,0.109832,0.171787,0.085475,0.201179,0.074379,0.671451
721,0.060147,0.252476,0.564791,0.486763,0.492542,0.151884,0.154488,0.049159,0.204224,0.073203,0.673336
722,0.060508,0.239462,0.823845,0.100983,0.453174,0.137956,0.053245,0.009393,0.093287,0.068820,0.662942
723,0.060347,0.235511,0.814878,0.112172,0.462458,0.158935,0.056480,0.012638,0.138447,0.071418,0.665865
724,0.060054,0.262980,0.467495,0.440371,0.497237,0.107029,0.267597,0.211022,0.262068,0.077106,0.674670
725,0.060347,0.235511,0.813902,0.135935,0.462841,0.165338,0.064099,0.011393,0.105955,0.066564,0.666043
726,0.059920,0.285579,0.293214,0.527879,0.504546,0.090776,0.183156,0.582021,0.251104,0.077016,0.677677
727,0.060091,0.253021,0.556872,0.429408,0.491664,0.129488,0.106482,0.056396,0.277069,0.077181,0.673315
728,0.060481,0.238283,0.821979,0.107982,0.455117,0.151407,0.060373,0.021576,0.098490,0.070229,0.664082
729,0.059960,0.254310,0.570071,0.416836,0.489811,0.096006,0.116091,0.073088,0.201233,0.070147,0.672924
730,0.060099,0.245511,0.653964,0.346877,0.485673,0.106218,0.116408,0.044090,0.175951,0.073998,0.672529
731,0.060299,0.240532,0.826583,0.090537,0.450665,0.145513,0.058293,0.012182,0.085229,0.068832,0.662149
732,0.060331,0.243439,0.821908,0.075662,0.446850,0.158605,0.047025,0.012163,0.080582,0.065303,0.662125
733,0.060026,0.266969,0.425228,0.528712,0.498719,0.096560,0.199278,0.298925,0.302897,0.076663,0.675628
734,0.059423,0.398764,0.046359,0.556684,0.512214,0.103316,0.102864,0.746065,0.315731,0.067241,0.684839
735,0.060238,0.248975,0.556739,0.417209,0.491337,0.112812,0.161280,0.038168,0.296489,0.075099,0.673626
736,0.060183,0.244831,0.618671,0.406923,0.486556,0.110286,0.131070,0.051067,0.207111,0.077021,0.673221
737,0.060218,0.242605,0.673136,0.361482,0.484473,0.119101,0.130129,0.020816,0.203837,0.078366,0.670864
738,0.060239,0.235639,0.789856,0.189096,0.468092,0.143846,0.092864,0.015404,0.126256,0.070262,0.667953
739,0.060158,0.241350,0.692656,0.300536,0.482102,0.118259,0.105403,0.023840,0.176396,0.071996,0.669973
740,0.060150,0.319039,0.145052,0.606765,0.511850,0.091197,0.167127,0.691994,0.314432,0.073950,0.679516
741,0.059855,0.295897,0.235698,0.552183,0.505693,0.095906,0.129517,0.447220,0.324880,0.072362,0.681346
742,0.060099,0.245511,0.659685,0.270293,0.485222,0.126711,0.140562,0.032369,0.243041,0.077840,0.670499
743,0.060264,0.236963,0.753414,0.221935,0.476356,0.131176,0.093574,0.012349,0.168643,0.071342,0.670627
744,0.060030,0.244078,0.683681,0.209055,0.482244,0.124982,0.091830,0.024794,0.217308,0.072617,0.671459
745,0.060183,0.244831,0.646557,0.332122,0.485934,0.111909,0.124502,0.084478,0.196505,0.077343,0.670960
746,0.060383,0.235900,0.812918,0.126308,0.460261,0.121998,0.066835,0.010440,0.083399,0.069731,0.665819
747,0.058010,0.438986,0.032618,0.532007,0.508144,0.087286,0.088386,0.918067,0.266181,0.063994,0.686850
748,0.060170,0.236855,0.765680,0.251124,0.472496,0.097392,0.110771,0.021780,0.200276,0.073183,0.668446
749,0.060264,0.236963,0.754196,0.220257,0.476392,0.179389,0.094364,0.029816,0.135448,0.073614,0.669045
750,0.060083,0.259233,0.499497,0.407705,0.496987,0.100970,0.287056,0.118850,0.217578,0.072974,0.675076
751,0.060278,0.239345,0.825849,0.094952,0.453957,0.148791,0.047009,0.014738,0.078181,0.066553,0.663645
752,0.060150,0.247309,0.619651,0.395710,0.488999,0.114866,0.110902,0.135348,0.170707,0.076004,0.672922
753,0.058568,0.434364,0.031467,0.479221,0.507019,0.109887,0.090090,0.825381,0.260390,0.063846,0.687640
754,0.060041,0.259731,0.491493,0.480468,0.494977,0.101599,0.130086,0.059606,0.267149,0.070885,0.673899
755,0.060239,0.235639,0.794341,0.208199,0.468552,0.116975,0.085752,0.029350,0.114566,0.071130,0.666678
756,0.060000,0.272198,0.395619,0.504314,0.499017,0.080834,0.138598,0.216161,0.233303,0.068771,0.676401
757,0.060030,0.243712,0.681896,0.351551,0.482682,0.122365,0.125457,0.033185,0.184150,0.071249,0.671471
758,0.057305,0.450748,0.030104,0.433775,0.505558,0.137539,0.085388,0.824296,0.283196,0.061703,0.687857
759,0.059923,0.285451,0.292591,0.499531,0.503362,0.078453,0.152667,0.252614,0.251488,0.071019,0.678324
760,0.059920,0.285579,0.285469,0.536138,0.504338,0.136675,0.149200,0.572795,0.257519,0.073635,0.677694
761,0.060311,0.235334,0.809434,0.131647,0.464202,0.134469,0.065250,0.012144,0.155755,0.071052,0.666915
762,0.059877,0.261598,0.526537,0.387643,0.492396,0.091383,0.138209,0.103205,0.253891,0.072144,0.673692
763,0.060278,0.239345,0.827117,0.096209,0.452810,0.148791,0.054242,0.013788,0.100969,0.068772,0.663715
764,0.060330,0.242876,0.630755,0.372959,0.488331,0.117057,0.174790,0.065238,0.151608,0.077300,0.672578
765,0.060139,0.331884,0.117554,0.592950,0.512142,0.084060,0.141103,0.647107,0.378730,0.071098,0.683008
766,0.060304,0.235986,0.757838,0.242937,0.474162,0.121468,0.110324,0.018900,0.117633,0.074947,0.668564
767,0.060016,0.269719,0.376151,0.500721,0.501764,0.084387,0.154768,0.114671,0.358515,0.077557,0.676401
768,0.060417,0.236496,0.822430,0.145340,0.458390,0.166031,0.087080,0.022573,0.068571,0.068038,0.664375
769,0.059798,0.326495,0.147518,0.545413,0.506941,0.082269,0.152077,0.412403,0.370327,0.068805,0.680276
770,0.060388,0.234738,0.792192,0.212727,0.469416,0.171853,0.092927,0.036622,0.114089,0.072992,0.667545
771,0.060218,0.242605,0.674329,0.315774,0.485853,0.099058,0.116336,0.082140,0.221764,0.072216,0.671292
772,0.060113,0.236366,0.802971,0.193149,0.465318,0.127665,0.068865,0.013676,0.117871,0.074578,0.666621
773,0.059742,0.363903,0.069637,0.552270,0.513179,0.091291,0.130734,0.817189,0.343868,0.067308,0.683639
774,0.060239,0.235639,0.797651,0.181314,0.468730,0.124433,0.064364,0.011186,0.089873,0.072395,0.667599
775,0.059948,0.280619,0.320408,0.618366,0.502513,0.110887,0.176482,0.281508,0.256212,0.081909,0.676067
776,0.060073,0.247968,0.626697,0.361110,0.487968,0.116850,0.134872,0.102807,0.352179,0.072364,0.672677
777,0.060054,0.262652,0.455762,0.465222,0.497805,0.092769,0.147523,0.139349,0.288267,0.086598,0.676609
778,0.060275,0.235375,0.799388,0.200801,0.465869,0.188904,0.069159,0.015164,0.147538,0.065939,0.666831
779,0.060026,0.266969,0.426018,0.504914,0.498416,0.115229,0.156960,0.171773,0.240810,0.075277,0.675857
780,0.060260,0.244223,0.639295,0.331210,0.487758,0.106768,0.110508,0.122507,0.230021,0.075504,0.672084
781,0.060091,0.253021,0.565309,0.473638,0.491610,0.109423,0.140371,0.033671,0.323640,0.077620,0.673704
782,0.059943,0.243009,0.708958,0.245751,0.479301,0.138251,0.087901,0.028978,0.165308,0.073679,0.670603
783,0.059914,0.272623,0.413936,0.496612,0.497655,0.094706,0.198969,0.222165,0.279864,0.073835,0.675132
784,0.060026,0.266969,0.427822,0.571698,0.497951,0.113319,0.141891,0.269272,0.288921,0.075451,0.675054
785,0.060474,0.234404,0.801689,0.137449,0.464951,0.135879,0.084762,0.011186,0.106090,0.075950,0.666357
786,0.059956,0.350849,0.088946,0.571787,0.512899,0.102348,0.137822,0.809369,0.335705,0.067237,0.683977
787,0.059958,0.276041,0.365375,0.482620,0.501743,0.090028,0.154255,0.146812,0.249386,0.073566,0.676193
788,0.060030,0.244078,0.686629,0.312270,0.482695,0.123166,0.118214,0.019766,0.221574,0.073622,0.669670
789,0.060150,0.247034,0.620814,0.421942,0.488534,0.131101,0.145973,0.017147,0.208330,0.077965,0.671991
790,0.060311,0.235334,0.805673,0.109718,0.464054,0.138531,0.067688,0.018652,0.136204,0.072510,0.666921
791,0.060026,0.266630,0.419024,0.505958,0.498547,0.102097,0.159447,0.185475,0.286719,0.080054,0.676160
792,0.060388,0.234738,0.788132,0.191294,0.469277,0.139034,0.073990,0.010863,0.135094,0.069819,0.667355
793,0.059984,0.274893,0.351537,0.557247,0.502992,0.082478,0.222181,0.416108,0.306809,0.077670,0.675870
794,0.060142,0.236339,0.809728,0.134720,0.463301,0.128860,0.055708,0.015272,0.105269,0.069121,0.666449
795,0.060113,0.236366,0.804185,0.194987,0.465296,0.114341,0.083972,0.013076,0.103108,0.068828,0.667106
796,0.060220,0.246721,0.614297,0.344802,0.488661,0.096586,0.101457,0.059135,0.191421,0.070579,0.674381
797,0.059935,0.276488,0.371991,0.469952,0.499814,0.087956,0.159258,0.260055,0.236715,0.071519,0.675982
798,0.059997,0.267418,0.434020,0.528871,0.497937,0.113617,0.161387,0.270478,0.329672,0.074942,0.676400
799,0.060119,0.250039,0.596496,0.357454,0.489663,0.104464,0.146114,0.057798,0.209426,0.074551,0.672684
800,0.059977,0.271205,0.392431,0.496965,0.498503,0.086399,0.128377,0.301780,0.264279,0.074954,0.675625
801,0.059958,0.276041,0.358141,0.477070,0.501308,0.106587,0.160651,0.236899,0.307875,0.077042,0.675777
802,0.060275,0.235375,0.802284,0.176860,0.466384,0.116022,0.094532,0.018707,0.109671,0.069631,0.667368
803,0.059821,0.300513,0.202526,0.566715,0.507819,0.078606,0.187194,0.276017,0.319635,0.074192,0.678690
804,0.059920,0.285162,0.281334,0.494628,0.504267,0.108599,0.168332,0.207747,0.274825,0.071422,0.677946
805,0.060073,0.247968,0.635395,0.342225,0.487641,0.084614,0.117822,0.053812,0.154007,0.070863,0.672670
806,0.060018,0.261810,0.407595,0.478350,0.498317,0.081865,0.155709,0.082819,0.210376,0.072483,0.674878
807,0.060311,0.235334,0.808651,0.144603,0.464047,0.164705,0.086952,0.009519,0.100923,0.069449,0.666438
808,0.054225,0.441698,0.077005,0.102662,0.475860,0.126189,0.079863,0.121644,0.229060,0.062828,0.691663
809,0.060278,0.239345,0.822692,0.094911,0.452696,0.142359,0.064052,0.011521,0.084102,0.066694,0.663802
810,0.059950,0.280450,0.311065,0.589970,0.504195,0.097346,0.164672,0.265955,0.380244,0.080339,0.676246
811,0.060383,0.235900,0.816823,0.132393,0.460209,0.142918,0.068717,0.007600,0.138515,0.071882,0.666231
812,0.059938,0.281397,0.337783,0.517015,0.502067,0.098434,0.184862,0.715928,0.269289,0.072937,0.676943
813,0.060065,0.256801,0.537006,0.435629,0.494210,0.110371,0.090861,0.090263,0.250328,0.085677,0.674971
814,0.060260,0.244223,0.641178,0.426496,0.486800,0.127612,0.152700,0.018155,0.347674,0.080433,0.671964
815,0.060018,0.263454,0.457227,0.492104,0.496883,0.088807,0.167779,0.084151,0.276391,0.076309,0.674604
816,0.060275,0.235375,0.800003,0.159278,0.466400,0.142728,0.066122,0.027180,0.209776,0.076430,0.666488
817,0.058281,0.439407,0.031007,0.536774,0.507424,0.110715,0.087819,0.882644,0.283468,0.064271,0.687484
818,0.060256,0.240629,0.691485,0.319215,0.482907,0.120514,0.118506,0.041069,0.215074,0.079497,0.671822
819,0.060079,0.240456,0.725050,0.334220,0.479495,0.116132,0.114024,0.036852,0.187972,0.075278,0.669596
820,0.060028,0.253633,0.571212,0.308232,0.490647,0.087210,0.117825,0.095284,0.195721,0.071059,0.673331
821,0.059769,0.319488,0.146553,0.488896,0.509013,0.106091,0.136091,0.745575,0.343350,0.074560,0.681595
822,0.060299,0.240532,0.824983,0.094146,0.450799,0.145513,0.050207,0.011578,0.077762,0.066276,0.663106
823,0.060183,0.244831,0.629409,0.413888,0.486285,0.113361,0.127149,0.053715,0.323306,0.073784,0.671579
824,0.060283,0.246205,0.609698,0.415587,0.489493,0.098603,0.154526,0.021328,0.302483,0.075761,0.673060
825,0.060053,0.242144,0.703685,0.360512,0.481509,0.109986,0.104284,0.033003,0.228117,0.074424,0.670361
826,0.060054,0.263134,0.455395,0.462194,0.497307,0.085594,0.131898,0.169784,0.193497,0.070846,0.676349
827,0.060113,0.236366,0.806006,0.167112,0.465430,0.134525,0.072382,0.014916,0.123151,0.071143,0.666625
828,0.060150,0.247309,0.572056,0.323200,0.487768,0.117765,0.137576,0.042510,0.197023,0.078353,0.674208
829,0.060099,0.245511,0.653893,0.262124,0.485843,0.111628,0.166885,0.037753,0.202465,0.074922,0.671195
830,0.060049,0.251218,0.601435,0.287473,0.489444,0.122356,0.077860,0.042766,0.296529,0.075077,0.672203
831,0.059948,0.280619,0.297410,0.481303,0.503091,0.104736,0.198880,0.308668,0.285214,0.071675,0.677193
832,0.054121,0.354133,0.122036,0.033107,0.449703,0.154534,0.079854,0.018248,0.228394,0.063219,0.691075
833,0.060347,0.235336,0.812266,0.122992,0.462868,0.122382,0.059263,0.012715,0.075289,0.071397,0.665652
834,0.060099,0.245511,0.660690,0.308547,0.485414,0.116880,0.133479,0.070417,0.183351,0.077185,0.671828
835,0.060028,0.253247,0.564173,0.386055,0.491132,0.105945,0.152988,0.095752,0.210463,0.075169,0.673006
836,0.060119,0.249660,0.591701,0.445909,0.490190,0.097660,0.136091,0.089518,0.204247,0.072791,0.672542
837,0.060147,0.252180,0.553395,0.490907,0.492446,0.104003,0.151728,0.103757,0.232270,0.083710,0.674318
838,0.060260,0.244223,0.623366,0.304643,0.486992,0.112891,0.141582,0.040495,0.206896,0.080028,0.671519
839,0.059997,0.267535,0.430729,0.637065,0.497412,0.097448,0.162417,0.119845,0.322069,0.070614,0.675316
840,0.060388,0.234738,0.787929,0.158927,0.468768,0.146385,0.087276,0.019029,0.162657,0.075566,0.668291
841,0.060311,0.235334,0.809045,0.157221,0.463969,0.127379,0.070508,0.010537,0.111601,0.071895,0.666328
842,0.060026,0.266969,0.424902,0.454912,0.498268,0.092515,0.149626,0.259634,0.220075,0.076060,0.676519
843,0.060000,0.271193,0.387941,0.511873,0.498986,0.087940,0.151254,0.187898,0.264366,0.074192,0.677064
844,0.060022,0.344741,0.094556,0.533468,0.512940,0.080315,0.130782,0.746366,0.370103,0.070592,0.682877
845,0.060119,0.250039,0.593377,0.409986,0.490228,0.108074,0.146026,0.134804,0.219197,0.076002,0.672684
846,0.060304,0.236100,0.766341,0.235365,0.472499,0.145128,0.091416,0.011131,0.191389,0.073399,0.669433
847,0.060254,0.238344,0.826561,0.101874,0.455844,0.154465,0.060198,0.010816,0.103425,0.070356,0.664101
848,0.059848,0.308122,0.203876,0.513970,0.503488,0.083933,0.165287,0.330698,0.370302,0.070386,0.678691
849,0.060297,0.238666,0.710186,0.284709,0.480455,0.117701,0.117090,0.023979,0.141562,0.086841,0.670829
850,0.060264,0.236963,0.755486,0.241702,0.476012,0.129511,0.099121,0.015294,0.120079,0.072576,0.669046
851,0.060150,0.247309,0.627516,0.462725,0.488773,0.092435,0.163171,0.040087,0.124836,0.070372,0.672271
852,0.060278,0.239345,0.823610,0.092485,0.454238,0.146404,0.057039,0.015609,0.100285,0.065169,0.663602
853,0.060228,0.237537,0.823494,0.117925,0.457496,0.136041,0.061773,0.012596,0.095662,0.070989,0.663374
854,0.059869,0.296134,0.249260,0.589877,0.504886,0.084563,0.162080,0.584755,0.308380,0.074675,0.677915
855,0.060432,0.235193,0.762777,0.233601,0.474397,0.143419,0.097701,0.013662,0.142034,0.075447,0.669413
856,0.059798,0.326495,0.147660,0.532497,0.506936,0.081262,0.153925,0.526378,0.313078,0.066552,0.680267
857,0.060566,0.244055,0.815922,0.080966,0.445802,0.161550,0.055876,0.016719,0.086788,0.067846,0.661887
858,0.060049,0.250675,0.601916,0.352749,0.488983,0.138217,0.146546,0.071573,0.193378,0.074687,0.672364
859,0.059962,0.267924,0.436229,0.465636,0.497337,0.097558,0.171600,0.161378,0.329865,0.076602,0.674850
860,0.058918,0.400013,0.044056,0.557872,0.514245,0.086001,0.108788,0.818366,0.343298,0.069155,0.685723
861,0.060065,0.256252,0.532662,0.452340,0.493771,0.099618,0.129991,0.044830,0.256062,0.083551,0.674295
862,0.060091,0.253021,0.561820,0.390847,0.491614,0.110893,0.188811,0.052660,0.348865,0.074938,0.672950
863,0.060304,0.235986,0.764773,0.224834,0.472824,0.152997,0.090799,0.010672,0.282247,0.074717,0.669344
864,0.060113,0.236366,0.806006,0.166989,0.465441,0.129593,0.070651,0.014916,0.122038,0.069959,0.666414
865,0.060299,0.240532,0.826583,0.082773,0.450932,0.145513,0.063361,0.011578,0.083353,0.066655,0.663152
